id,language,author,silcode,glottocode,notes,problems,classification,typedby,checkedby,source
874,Proto-Philippine,"Consuelo J. Paz",,,"Paz, Consuelo J. 1981. A reconstruction of Proto-Philippine phonemes and morphemes. Diliman, Quezon City: Cecilio Lopez Archives of Philippine Languages: Philippine Linguistics Circle, University of the Philippines.",,"Austronesian, Malayo-Polynesian, Philippine","Andrew C. Hsiu",,"@book{paz1981a,  date      = {1981},  title     = {A reconstruction of Proto-Philippine phonemes and morphemes},  publisher = {Cecilio Lopez Archives of Philippine Languages: Philippine Linguistics Circle, University of the Philippines},  address   = {Diliman, Quezon City},  author    = {Paz, Consuelo J.}}"
