Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Fijian (Bau),liga-na,i mawī,i matau,yava-na,lako,sala,lako mai,gole-a,qalo,duka,kuvu ni qele,kuli-na,daku-na,kete-na,sui-na,wāwā,yate-na,sucu-na,vū ni taba-na,kila-a,nanu-ma,rere-vaka,drā,ulu-na,domo-na,drau ni ulu-na,ucu-na,cegu-va,regu-ca,gusu-na,bati-na,yame-na,dredre,tagi,lua-ca,kasivi-ta,kani-a,mama-a,[vaka] saqa-a,gunu-va,kati-a,sucu-ma,daliga-na,rogo-ca,mata-na,rai-ca,[vaka]lāmawa,moce,davo,tadra-a,dabe-ca,tū,tamata,tagane,yalewa,gone,wati-na,wati-na,tina-na,tama-na,vale,i tibitibi,yaca-na,kaya,dali,vau-ca,cula-a,i-cula,vaka-sasa-a,vana,sua-ka,vacu-a,butako-ca,moku-ta,mate,bula,kadru-va,tatā,kau,tase-a,gata,[mucu]mucu,cakacaka,te-a,digi-a,tubu,vuce,boo,taura,keli-a,voli-a,dola-va,tuki-a,viri-taka,lutu-ka,koli,manumanu,yaloka,vuti-na,taba-na,vuka,kalavo,viciko,uro,bui-na,gata,baca ni qele,kutu,namu,tina ni viritālawalawa,ika,vuca,taba-na,drau ni kau,vū-na,sē ni kau,vua-na,cō,qele,vatu,nuku,wai,drōdrō-va,wasawasa,māsima,drano,veikau,lomālagi,vula,kalokalo,ō,kabukabu,uca,kurukuru,livaliva,cagi,uvu-ca,katakata,batabatā,maca,suasua,bībī,bukawaqa,vaka-caudre-va,kubou,dravu,loaloa,vulavula,damudamu,dromodromoa,karakarawa,lailai,levu,lekaleka,balavu,mamare,vāvaku,qiqō,raba,rarawa,māduā,qase,vou,vinaka,cā,dina,bogi,siga,yabaki,ninaica,vuni-a,cabe,e,e loɭma,e cake,e rā,oqō,oqori,vōleka,yawa,e vei,iau,iko,koya,e[da],kemunī,ira,cava,[k]o cei,dua tale,kece,kei,ke,vaka-cava,sega,oka-ta,e dua,e rua,e tolu,e vā,lima,ono,vitu,walu,ciwa,sagavulu,rua-sagavulu,lima-sagavulu,drau,dua na dolu
Gorontalo (Hulondalo),ʔuluʔu,ʔoloyihi,ʔolowala,ʔoʔato,naʔo-naʔo,dalalo,mee duŋga,mo-balé,mo-lolaŋi,kootoro,pe|yahuʔo,ʔalipo,wuleya,ʔomboŋo,tulalo,toniya,wandohu,tutu,biŋguŋo,ʔo-taawa,mo-mikiilaŋi,mo-ohe,duhu,luŋgoŋo,buloʔo,huwoʔo,wuliŋo,mo-hilawo,mo-diilo,ŋaŋo,duŋito,dila,mo-ʔiʔi,h-um-oyoŋo,mo-tuʔo,mo-nula,moŋa,mo-hundapo,mo-tubu,mo-ŋilu,mo-deŋeto,mo-ŋindopo,buloŋa,mo-duŋuhu,mato,mo-milohu,mo-huwabu,mo-tuluhu,mo-ti-balato,mo-tohiilopo,mo-tihuloʔo,t-im-ihulo,tawu,taa lolaʔi,taa buwa,walaʔo,hiyalo,hiyalo,tiilo,tiyano,bele,watopo,taŋgulo,mo-loʔiya,buwatulo,mo-lihuto,mo-detu,dudetu,mo-ŋalupo,mo-motahu,mo-mituʔo,mo-mubohu,mo-taʔo,mo-mate,mate,tumu-tumulo,mo-ŋahu,mo-mutu,ʔayu,mo-mutaʔe,mo-lalite,mo-hulaŋo,mo-kalaja,mo-mulo,mo-lulawoto,t-um-umulo,mo-mo-mataŋo,mo-mitodu,mo-dihu,mo-ŋali,mo-tali,mo-muʔo,mo-lobuʔo,mo-po-mahulo,mo-dehu,ʔapula,buuruŋi,putite,layi,polipiʔo,t-um-omboto,ʔudu,tapu,tabo,patahu,tulidu,luwandi,ʔutu,lamuʔo,lawaŋo,ʔuponula,mo-hutodu,taŋo,duuŋo,wuwaʔato,hulaʔo,huŋo,huyoʔoto,huta,botu,huŋayo,taluhu,tolo-tolohu,deheto,watiŋo,bulalo,ʔo-ʔayuwa,huluŋo,hulalo,poliyama,heeŋo,wambulo [embun],didi,buloŋgodu,ʔilato,dupoto,hii-hiipo,mo-patu,mo-huhulo,mo-heŋu,mo-batu,mo-bu-buheto,tulu,mo-mobu,poloʔo,wahu,mo-yitomo,mo-putiʔo,meela,mo-lalahu,mo-yidu,kikiʔo,damaŋo,limbu-limbuʔo,haya-hayaʔo,mo-lipa,mo-hulodu,meepito,mo-taŋgalo,mo-ŋoŋoto,mo-olito,paŋgola,bohu,mo-piyohu,mo-leeto,qotutu,huyi,dulahu,taawunu,ʔomoluwa,mo-ti-tuuʔo,mo-botulo,to,to delomio,to titaato,to tibawa,ʔutiye,ʔuyito,meembidu,molamiŋo,toʔutoonu,waatiya,yiʔo,tiyo,ʔito,timoŋoli,timoŋoliyo,wolo,taa toonu,ʔu weewe,ŋoʔaaʔami,wau,wonu,woloolo,diila,mo-reekeni,tuwewu,duluwo,totolu,wopato,limo,wolomo,pitu,walu,tiyo,mopulu,dulopulu,limopulu,mohetuto,ngolihu
Hanunóo,kámang,wála,sikún,raparapá,l-um-ákaw,dálan,balík,símaŋ,l-um-aŋuy,ma-yagtíŋ,gabúk,tárip,dayú,tiyán,butʔúl,bitúkaʔ,atáy,súsu,lábay,magka-ʔalam-an,um-ísip,dálaʔ,dugúʔ,úlu,líʔug,buhúk,irúŋ,arúp,s-um-iŋhút,bibíg,ŋípun,dílaʔ,akʔák,mag-lúmi,s-um-úka,mag-búga,k-um-áʔun,mag-táltaʔ,maŋ...gátuŋ,um-inúm,kagát,s-um-upsúp,túli,dunúg,matá,maka-kít,man-lábgab,ma-túrug,igyáʔ,tag-ínʔup,t-um-úkaw,t-úm-índúg,táwu,laláki,babáyi,anák,asáwa,asáwa,ínaʔ,ámaʔ,baláy,atúp,ŋáran,mag-kún,lúbid,higút,tahiʔ,dáyum,mang-idú,pálkas,hárug,hampák,tákaw,maty-ún,mátay,buhi,kágaw,ma-nígbas,káyu,báŋag,ma-tarúm,dúmpul,mag-buwát,mag-tanúm,píliʔ,t-um-úbuʔ,isál,pugáʔ,mag-hiyáput,mag-kutkút,b-um-ilí,bukás,mag-bayú,pisík,rágdag,íduʔ,manúk,itlúg,bulbúl manúk,pakpák,l-um-áyaŋ,áŋbu[ʔ],túban,tabáʔ,íkug,úlay,alukátiʔ,kútu,namúk,láwa,isdáʔ,ma-ʔíbas,saŋá,lábuŋ,gamút,búsaŋ,búrak,ríkut,dagáʔ,batú,barás,danúm,lagnás,lawúd,asín,dánaw,purúʔ,láŋit,búlan,pamgasán,paŋánud,alinyábuʔ,urán,lintiʔ,kílat,aráhay,mag-ʔúyup,ma-ʔínit,ma-ramíg,ugá,túpus,ma-buyát,apúy,tútud,ánus,ayúm,agíwan,abúkay,ma-rará,diláw,latúy,diʔít,daká,abábaʔ,ʔába,ma-nipís,ma-dámul,diʔít,daká,ma-sakít,húya,gúraŋ,bágʔu,mayád,daʔút,káŋud,yabí,síraŋ,abágat,kapirá,táguʔ,dáyik,sa,sa basád,tuŋúd,láwud,índa,túnda,aráni,aráyuʔ,naʔán,akú,káwu,siyá,kitá,kámu,sidá,híntay,síntay,ibá,tanán,[k]ag,nu,abitáy,baláw,ma-bílaŋ,usá,duwá,túlu,úpat,líma,ʔúnum,pitú,walú,siyám,sampúlu,duwá (ka) púlu,líma (ka) púlu,ʔusá ka gátus,ʔusá ka líbu
Bima,rima,kuʔi,wana,eḏi,lampa,ncai,mai,peko,liwa,sampu,kaluḇu,huri,deri,loko,peke,isi loko,ade,susu,ḏinca,ḇade,fiki,dahu,raʔa,tuta,woʔo,honggo,ilu,sasi nawa,ngilu,asa,woi,lera,hari,nangi,lohi,katufe,ngaha,mama,mbako,nono,ngenge,kamuci,fiko,kadeʔe,mada,tio,mawa,maru,ndore,nifi,doho,kiḏi,dou,mone,siwe,ana,rahi,wei,ina,ama,uma,ḇutu,ngara,nggahi,ai,ḏiki,ndaʔu,ndau,nggalo,bedi,tuḇa,ḇoe,mpanga,hade,made,mori,kao,dompo,haju,biʔa,ngaha,dudu,karawi,ngguḏa,kaḏale,mori,winte,pua,nenti,ngari,weli,hengga,mbaju,ḇale,maḇu,lako,nasi,dolu,kere,kalete,ngemo,karawo,hiʔi,apa,keto,sawa,koli,hudu,karoku katongga,sangganggau,uta,mbai,sanga,roʔo,amu,bunga,wua haju,mpori,dana,wadu,sarae,oi,rai,moti,sia,dano,wuḇa,langi,wura,ntara,riru,apu,ura,kareci ai,kakila ai,angi,ewu,pana,ḇusi,mango,mbeca,tani,afi,kaʔa,oḇu,kaluḇu,meʔe,ḇura,kala,monca,jao,toʔi,naʔe,poro,naru,nipi,teḇe,tuka,lembo,supu,maja,tua,ḇou,taho,daḇae,poda,aimangaḏi,ainai,mbaʔana,ḇune ai,cili,neʔe,di,taḏei,taese,ta-awa,ake,ede,ḏeni,doʔo,taḇe,nahu,nggomi,sia,ndaita,nggomi ḏoho,sia ḏoho,au,cou,laina,saraʔa,laḇo,nggara,ḇune,wati,reke,ica,ḏua,tolu,upa,lima,ini,pidu,waru,ciwi,sempuru,duampuru,limampuru,seratu,seriwu
Bintulu,agem,bulay,taʔew,ay,lakaw,jelu,tieʔ,bepusiŋ,periŋuy,jemiʔ,avuk,kulit,likud,tenaʔiʔ,tulaŋ,kuʔuŋ tenaʔɪʔ,aɓaw,titiʔ,karib,taʔuʔ,bepikér,maw,raʔ,ulew,batuk,ɓuk,uruŋ,besidek,memaw,bivi,ñipen,jelaʔ,betaba,meŋit,putaʔ,bejulaʔ,peñaʔ,kuñeh,memasak,suɓaʔ,suɓut,susip,teliŋa,sebandiŋ,mata,pilaw,teñebab,megen,luɓiʔ,nupey,kuɗuʔ,meriey,ulun,manay,reɗu,anak,bana,saba,tina,tama,umaʔ,sapaw,ñaran,pesi,taley,miket,mejaʔit,taju,merew,memaneh,tumbek,menutew,meñekaw,pesuʔ,mesuʔ,murip,megazaw,tutek,kazew,muɓa,meñat,meŋajen,kerja,mejaʔuŋ,,,kambaŋ,memes,memen,kukut,meley,muka,tupa,penaʔ,gatuʔ,asew,manuk,telu,bulew,tilip,meñiri,belitit,dagiŋ,lemeʔ,ikuy,ñipa,kekebet,kutew,temuek,kebagag,enjén,jaʔes,aŋgap,raʔun,amut,buŋa,uŋ,urew,taneʔ,batew,pasér,ɓaʔ,peluluk,rat,tiem,ranaw,kiban,laŋit,bulan,bitaŋ,avus,embun,ujan,tegur,kilat,baruy,mevus,peɗiʔ,sajuk,kariŋ,baseʔ,vat,jareʔ,pegew,sab,avew,miten,mapuʔ,mila,kuniŋ,gaduŋ,disiʔ,azeŋ,jiɓiʔ,bat,melipis,mekapan,disiʔ,azeŋ,peɗes,mezaʔ,sepeŋ,vaw,dezaʔ,jaʔes,tigeh,kelem,ɗaw,taʔun,tenaʔaw,,babay,may,belemay,ɓaw,beleɓuʔ,ieʔ,ineh,janiʔ,jauʔ,dembeh,akew,ikaw,isa,te|lew,ñelew,se|lew,anew neh,say,ɗeʔ,guʔ guʔ,akay,ma,lekembeh,ã,meŋituŋ,jiʔeŋ,ba,lew,pat,,,,,,,,,,
Bobot,hasan,kabalit,lalait,wai,uha,lolon,boti,hutan,ahás,baʔoboʔ,ubas,uhit,karan,tuah,lusin,tuan walan,yatan,susin,malat,kalelan,ita,katoit,lasa,ulin,wosan,ulin lan,ninin,manowa,mulit,uban,nihan,lehaʔ,balíʔ,rakit,luaʔ,batof,kan,,hakatuin,nimin,kasat,komoan,talikan,loka,mata,ita,mu|máh,nima,nima kanowa,mánih,tuat,kolan,mansia,masanan,baroha,oʔon,masanan,baroha,ina,baba,suma,ilan,nalan,lian,han wasat,tes,tula,lalain,ukikia,hana,toiʔ,lait,kahléit,huin,mata,lihilihan,kasa,tasa,ai,bola haʔas,moit,babukit,,toiʔ,pili,,boka,,sit,kais,has,siaʔ,tuti,toiʔ,reiʔ,yai,ohas,tolin,hulhulin,hian,rihi,ilaha,samaʔ,minaʔ,lekan,ula,bat kutin,taniman,,,ian,maʔobon,saksakan,han lan,tamit,dulan husin,huan,hanulin,bata,hati,bes,way,roiʔ,tasiʔ,,balabalan,latan,lakit,hulan,ilyówəs,lak tain,suhan,roti,lolas,yamyanat,yakin,hosúf,bobit,sirin,momala,mareman,tonit,yah,tuin,yah kubaʔ,bala huaʔtáin,metan,buti,kasahan,siʔinit,biri biri,koŋgon,isa,karokat,wotat,manihit,kutaʔ,koru-korup,tihaʔ,kaliʔ,malih,ronaman,hosihosin,hia,lalan sa,ka|toti,mesat,roman,nalaʔ,rom hila,taihunin,sa:,ra,ramuli lalan,leta,laho,mehéi,mahó,kebkebat,wotat,yataúa,yaʔaho,aisɔ́,isɔ,msoa,imahoa,lelsoa,nahain,isi,hosin,ohi,tama,kalu,haʔáɪ,eéyi,reʔin,aina,ainlua,aintoli,ainfat,,,,,,,,,,
Bonerate,lima,mɔhí,mɔana,ae,βila,intɛŋa,βaliako,koti,keaβa,marota,,kuli,ta|liku,kompo,ɓuku,kalu kompo,ate,titi,ɓahu,ɗahani,βikiri,maʔeka,raha [draha],kapala,βuʔu,hɸotu,ŋoʔo,monaʔa,anti,ŋusu,koni,ela,koni,ɗoʔito,tɔkumbɔ,ɛ:lu,maŋa,munta,mɔtaʔa,moroʔu,kaha,pɔnɔ,tuli,hiki|ɗoŋo,mata,ita,momaʔa,moturu,m͡bale,hɸomo|nihi,kɛɗɛ,taɗɛ,mia,moane,βoβine,iɗana,moaneno,βoβineno,ina,ama,sapu,hɛlombo,ŋa,bisara,,ɓoke,mɔhaki,deʏu,pajere,temba,toɓu,paluʔe,hɸomo|nako,hɸokomateʔe,mate,tumbu,kaho,palɛ,kaw,βola,mohama,motutu,jama,amo,pili,tumbu,mɔbela,pɛnsɛ,kɔnta,kɛkɛ,ɓalu,leka,tumbuʔe,po:ke,ɓuti,oɓu,kaɗaɗi,goraʔu,βulu,ka:pi,lola,βolɛke,niʔi,taɓa,i:ku,saʔa,ngalangala,kutu,βai,kaβaoβao,kɛnta,ɗaʔɔ,paŋka,rɔʔo [drɔʔɔ],aka,kamba,ɓaʔe,rɔmpɔ,βuta,βatu,one,teʔe,βulu,tai,gara,tomba-tomba,h:ɸɔβɔ,laŋi,kɔmba,βituʔɔ,lɔnɔ,,mɔnda,tɔndu,lala,βandɛ,iri,mɛna,kɛnku,mɔtiti,mɛpa,mɔbɔha,luk|api,tunu,gɔpo,,ɓiru,muhɸutɛ,meha,makuri,kudara,paepae,toʔoha,mɛɗumpu,mɛlaŋka,mɔnihi,mɔkɔbɔ,maseke,tɔʔɔha,mohɸou,mo͡yini,mansuana,βɔʔɔw,bajiŋa,daʔɔ,kɔɓe,wutu,mɔina,taʔu,ara,ɔkɔ,ɛka,ɗi,ɗi laro,di βaβɔ,di βɔru,ia,atu,mɛɗani,mɛlai,ɗi maʔumpa,iaku,ikɔʔɔ,iʔia,ikita,ikomiu,iamay,haira,yɛʔɛmai,hile,baʔanorɛ,kɛnɛ,ara,aβa na,m͡bɛʔa,rɛkɛ,asa,ɗua,tolu,paʔa,,,,,,,,,,
Chamorro,kannai,akague,agapa',addeng,lahu,chalan,maila',bira,nangu,hoplat,potbos,lassas,tátalo',estomagu,to'lang,tilipas,hígadu,susu,apaga,tungo',hasso,kinibatde,haga',kabesa,aga'ga',gapotulu,gui'eng,hagong,nginge',pachot,nifen,hula',chalek,tanges,muta',to'la',chochu,ñamñam,chahan,gimen,akka',chopchop,talanga,hungok,mata,li'e',magap,maigo',asson,auifi,mata'chong,tachu,taotao,lahi,palao'an,patgon,asagua,asagua,nana,tata,guma',atof,na'an,sangan,tali,traba,lakse,haguha,peska,paki,bulokbok,faggas,sakke,puno',matai,lála'la',kassas,cha'lak,hayu,mapga',kadidok,ñaño',hotnát,tanom,ayek,dokko',banna,fokse,go'he,guaddok,bona,atbuetto,acha,aguet,lotgon,ga'lagu,páharu,chada',pulu,pappa,gupu,cha'ka,katne,mantika,dádalak,kolepbla,ulo',hutu,ñamu,sanye'ye',guihan,lamas,ramas,hagon,hale',flores,inasahan,cha'guan,tåno',acho',unai,agua,,tasi,asiga,hagoe,bundak,langet,pulan,puti'on,mapagahes,afao,ame',hulu,lamlam,manglo',guaife,maipe,fugu,angglo',fotgon,makkat,guafi,pakko',asu,apu,áttilong,á'paka,agaga',amariyu,betde,díkike',dánkolo,ébaba',laguas,kanifes,potpot,anggosto,fedda',sage',mamahlao,amko',nuebu,buenu,baba,magahet,puengi,dia,añu,ngai'an,na'atok,hotde,gi,halom,hulo',papa',ini,enao,fi'on,chago',amanu,guahu,hagu,guiya,hita,hamyo,siha,hafa,hai,otro,puru,ya,komu,[hafa] taimanu,ahe',tufong,unu,dos,tres,kuatro,lima,gunum,fito,gualo,sigua,fulu,huguiyai na fulu,limiyai na fulu,gatos,chalan
Canala,xɛrɛ,çɛdɛyaa,çɛdɛnũrũ,pa,fʌdʌ,xʷãĨ,mɛ̃,šɛpʷĩrĩ,xɛ̃,kɔtɔɔ,purɛu,kʌ̃,də,pʷe,ñɪ,kʷã,dɛ̃,ji,pumɛ̃,nexʌ̃,nãrã[cɛ],bata,ma|da,bʷa,puwinãã,pubʷa,kũ,mʌʌbʷi,bu,nãxwã,pã,kurumɛ,mʷãrã,tɛ̃ĩ,gɔɔ,juxʷãrĩ,da,mãã,šuta,wijɔ,kɛkɛ,jii,[xʷa]nɛnɛ̃,çɛdɛ̃ɛ̃,kãra|mɛ,tee,kɔmãã,mɛtɨçɛ,mɛtɨ,mɛtɨkii,cuɛ,nawi,ka|muru,xɔtɔ,çɛ̃,xuu,kʷɛɛtɔ-,kʷɛɛɔ-,mʷiñɛ-,panɛɛ-,mʷã,nɔɔmʷã,nĩ,šɛ,kʷii,fʌpɨtɨ,šii,ñibɨ,caa,pʷɛrɛ,çikɛ,bo,pɛdɛ,šaamɛ,mɛ,muru,kɔu,ça,kʷãã,çɔtia,miidɔ,xɛ̃yaa,çɛŋu,paba,kʌnɛ̃ɛ̃,çɨɨ,cee,jiipʷee,xabibiri,ja,xadɨɨ,cũũ,šuu,tagɛ,çɔ̃,,mʌ̃rʌ̃,xɔ,pũ,pũšɛmɛ̃,cĩĩ,abʷara,piʌ,,pubɛ,mãradi,xãridɔɔ,kɨtɨ,nɔ̃ɔ̃,gara,nɔ̃,muda,kɔɔ,nɛ,kʷɛɛ-,,pʷã,mɛi,[nɛ]dɔɔ,çɛgɛ,nãwã,kʷe,jɔ,nɛkʷetaa,,nɛdɛ̃,nuɔ,nɛkɔ,mʷea,šuɛmɛ,axʌ̃,axʌ̃,kʷie,netɔ,çimiagatɛ,kʷadɛ,cĩ,mɛgi,xɨpɛ,mʌtʌ,meɔ,mɛ̃çee,nɛ,kɛ̃,jəə nɛ,xatɛ,ŋɨ̃rɨ̃,pʷãrã,mĩã,kɛ̃rɛnãwã,kɔdɔ,wɛrɛ,çe,xubʷɛ,mʷaa,kãã,šaba,[gʷa] kʌ̃,daraa,paii,,bɛ̃ɛ̃rĩ,dɔpɔɔ,xɔru,çaa,dɔ,mɔ̃,daa,xʷada,anĩĩ,kɔɔ,petoa,rɔ,nɛpʷe,noa,tɛšeea,,mʷiri,a,mʷaa,tii,na,gɛ,,ĩrĩ,wĩrĩ,nii,anɛ̃,yaa[pɛ],barə,šaɨ,mɛ̃,mɛ̃,nɛ̃Ĩ,çiɛ,fãrã,šaa,baa|ru,ba|šee,kʌ̃rʌ̃fɨɛ,,,,,,,,,,
Javanese,taŋan,kiwa,təŋən,sikil,mlaku,dalan,təka,menggok,ŋlaŋi,rəgət,blədug,kulit,gəgər,wətəŋ,baluŋ,usus,ati,susu,pundak,ŋərti,mikir,wədi,gətih,sirah,gulu,rambut,iruŋ,ambegan,ŋambu,caŋkəm,untu,ilat,ŋguyu,naŋis,mutah,idu,maŋan,mamah,masak,ŋombe,ñokot,ñərot,kupiŋ,kruŋu,mata,ndələŋ,aŋop,turu,turon,ŋimpi,loŋguh,ŋadek,uwoŋ,lanaŋ,wadon,anak,bojo,bojo,ibu,bapak,omah,atəp,jənəŋ,kanda,tali,naleni,dondom,dom,mbəbəḍag,mbəḍil,nujəs,nutuk,ñoloŋ,mateni,mati,urip,ŋukur,nugəl,kayu,ñyigar,lanḍəp,keṭul,ñambut gawe,nandur,milih,ṭukul,aboh,mərəs,ñəkəl,nḍuḍuk,tuku,mbukak,nutu,ŋguwaŋ,tiba,asu,manuk,ənḍog,wulu,swiwi,mabur,tikus,ḍagiŋ,gajih,buntut,ula,caciŋ,tuma,lemut,kemaŋga,iwak,mambu,paŋ,godoŋ,oyot,kəmbaŋ,woh-wohan,suket,ləmah,watu,wəḍi,bañu,mili,səgara,uyah,tlaga,alas,laŋit,mbulan,lintaŋ,mega,pəḍut,udan,gludug,glèdèk,barat,sumilir,panas,aḍəm,gariŋ,tələs,abot,gəni,ŋoboŋ,kəbul,awu,irəŋ,putih,abaŋ,kuniŋ,ijo,cilik,gəde,cənḍak,dawa,tipis,kandəl,ciut,amba,lara,isin,tuwa,añar,apik,elek,bənər,bəŋi,dina,tahun,kapan,nḍəlik,mènèk,nèŋ,nèŋ njəro,nèŋ nḍuwur,nèŋ ŋisor,iki,kuwi,cəḍak,adoh,ana ŋəndi,aku,kowe,deweke,aku kabeh,kowe kabeh,deweke kabeh,apa,sapa,liyà,kabeh,karo,nek,piye,ora,ŋituŋ,siji,loro,təlu,papat,lima,nəm,pitu,wolu,saŋa,sə-puluh,rong puluh,sekət,satus,sewu
Kilokaka (Ysabel),kʰame-,kmaeri,hneta,neneʔe-,zazahɔ,guʔkʰu,mai,fikʰa,taɔ,tʰɔna,,guli-,tataʔaru-,thiʔa-,hnuʔma-,ñapa-,kekeʔsu-,suʔu-,,lāsei,ɣaɣatʰo,hmaɣu,dadara-,pʰaʔu-,tʰaʔna-,frata-na,nehu-,fahaɣe nafa,nahŋɔ,maŋa-,kʰeʔi-,glapi-,kɔblɔ,hrue,luʔa,pliʔsu,imahai,,,kʰumaʔi,kakʰaʔtu,sɔphɔ,kʰuli-,fānɔhmɔ,natʰa-,faka,,bihrɔ,bihrɔ kʰave,,nɔhe,tetu,nakɔni,hmane,ɣaʔse,sua,,,uke,mama,suga,tɔlipɔɣɔ,nahŋa-,ɔʔɔe,nahrɔ,nanahrɔ,susuki,,hili,,zɔraʔi,pɔphɔma,blau,akhi,lehe,dɔli,ɣaɣaro,tɔka,gazu,ahla,tʰere,pukʰa,frihŋe,,,,,frɔʔɔ,kikʰina,zɔhɔ,,,,,uka,hmeʔke,memeha,kredi,kʰala-,baɣi-,flalɔ,kʰubiliki,fnahi-,maruhu-,seku-,kʰɔlu,,gutu,hnaŋɔ,kʰakafre,hmaʔri,bɔʔe,hnɔʔbɔ gazu,kʰala,zagra,sisi,fuʔa,bubuʔru,kʰava,gaʔihma,raratʰa,kʰumaʔi,pnelɔ,tahi,,,hnautu,kʰɔlaŋa,tɔtʰɔri,tɔtɔfra,grɔʔmɔ,lavɔ,nahani,gugulu,gagapi,hnute,nuhnute,fɔʔbɔ,kapɔ,k|raŋɔ,bubruʔi,tarihi,vaʔita,nunubra,kufu,kɔfru,seseʔpa,veɣa,mulaka,ŋeŋɔ,dɔdɔli,ikea,dɔʔu,knɔʔe,brahu,laʔa,tʰuta,,,fɔgra,,dɔʔu,valu,hnaʔu,diʔa,tuani,hnaʔpu,hnagaʔe,finɔɣa,niha,,haɣa,ka,ke gilu,,ke pari,ahī,,namɔ,gaʔuai,hae,ara[hi],aɣɔ,manei,ɣita,ɣau,maneri,heve,hei,,,ɣe,ta,fa heve,teʔo,aʔahe,kaʔisa,phea,tʰilɔ,fnɔʔtɔ,gaha,hnaʔblɔ,fitu,hana,hneʔva,bɔʔthɔ,,,kaʔisa gɔbi,kaʔisa thɔɣa
Timugon (Murut),kalinduq,kait,pamiris,kalayam,ugad,dalan,-datoŋ,-lisaŋ,-saduy,-jamol,jamol,kuŋkuŋ,bakuluŋ,tinaiq,tulaŋ,tinaiq,aŋkayaw,titiq,limbawo,-panday,-kadaq,-laaq,dadaaq,ulu,liog,abuk,aduŋ,-painawo,-alok,kabaŋ,dipon,dilaq,-kudit,-taŋiq,-luaq,-tiwog,-akan,-sapaq,-ansak,-inum,kokot,-tiop,taliŋo,-doŋog,mato,-kito,-uab,-boloŋ,-luyaq,-inuqi,-tuduŋ,-bigod,ulun,uŋkuyon,duandoq,anak,dalaki,anduq,inaq,amaq,baloy,taap,iŋg|galan,-indagu,tali,-dukug,-pikit,jadum,-lulaq,-sapuk,-tobok,-lambaq,-takow,-patoy,-patoy,-biag,-kukut,-putul,tataun,-lapaq,-ladom,-ŋaŋol,-kandoy,-tanom,-piliq,-tuuq,-lanit,-pagaq,-oŋgom,-kali,-bali,-ukab,-tutu,-bobol,-datuq,ukuq,susuit,taluq,bulu,kawo,-siab,tikus,umas,lomok,ikuq,kukuo,liŋguaŋ,kutu,namuk,lawaq,papait,-[b]otoŋ,daan,daun,bakat,busak,kawaq,sakot,tanaq,batu,agis,timug,-taas,daat,usiq,luogon,kataunan,dasawat,bulan,butitin,gaun,gaun,dasam,tiŋkalud,ganit,aŋin,-sampuy,-lasuq,-simuq,-puaq,-[b]asaq,-[b]agat,apuy,-solob,lisun,k|au,-itom,-pulak,-liaq,-silow,-sansam,bobodok,-[g]ayo,-ganaq,-[g]awad,-nipis,-kapal,-pisok,-pilaq,-duol,-uyuq,-tuo,-[b]agu,-[b]ansoy,-laat,-topot,dondom,odow,bilod,saŋg|ilan,-isisibuni,-aloy,da,da [lalom],da sawat,da ganaq,gitio,ginio,-maad,-[g]alud,ati,aku,[o]kow,io,[i] to,[a]kaw,ilo,atan,osoy,bokon,ŋqiq-ŋaiq,om,nu,ati kulaan,kalo,-untob,saa[q],duo,talu,apat,,,,,,,,,,
