Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Daxin,mɯ2,bɯ:ŋ3 ɬa:i3,bɯ:ŋ3 ɬa1,pa:ŋ6 kha1,sa:i3,lo6,ma2,,ʔa:p10 nam3,ho2 ɬo:i1,mo:ŋ1,naŋ1,laŋ1,tho:ŋ3,duk10,ɬai3,tap7,num2,ba6,ɬu3 na3,ɬɯ:ŋ3,la:u1,lɯ:t10,wuə1,ho2,sum1,daŋ1',,sup7,pa:k10,khe:u3,lin3,wuə1,hai3,ɬa:k10,tau6,kin1',khe:u3,tsɯ3,kin1',kho:p7,kin1',hu1,thiŋ6,ma:k7 ha1,han1,ha:u1 bɯn1',no:n2,,phan1 han1,naŋ6,,khɯn2,tho:i6 pho6,tho:i6 me6,luk10 de:k7,pho6,ʔuŋ1' me6,me6,pa1',ɬɯ:n2,,,kja:ŋ3,sɯ:k10,ha:t10,ɲap8,khim1,tɯk7 hin1,sie3,,thu:p7,lak8,kha3,ha:i1,ɲaŋ2,kau1',,mai3,khi:k7,ɬi:m3,lu5,he:t7,tsai1',ka:n3,khɯn3,fo:k8,,kam1',wat7,ɬɯ3,khai1,tam1',khja:u1,to:k7,ma1,no:k8,sai5,khun1,pik7,bin1',nu1,ba:i6,la:u2,ha:ŋ1,ŋu2,dɯ:n1',hau1,ɲuŋ2,tsa:u6 ha:u1,pja1',nau6,ŋa6,baɯ1',la:k10,ʔjo:k10,ma:k7,ɲa3,tum1',hin1,ɬa:i2,nam3,lai1,ha:i3,tsɯə1',,duŋ1',fa3,ha:i1 fa3,da:u1' di6,pha3,mo:k7,phɯn1,fa3 ʔum3,jap8,lum2,pau5,hau3,da:ŋ3,khaɯ5,de:t7,nak7,fai2,no6,wan2,,dam1',phɯ:k7,de:ŋ1',tsɯŋ1',khe:u1,ɬai5,lu:ŋ1,tam6,ɬi2,ba:ŋ1',na1,kap7,kwa:ŋ3,tse:p7,,ke6,maɯ5,dai1',wa:i6,to:i6,hɯn2,wan2,pi1',,do3,pin1',,daɯ1',,,nai5,nai5,saɯ3,kwai1',thɯŋ1 haɯ1,ŋo6,ni6,min2,hau3 ɬau2,hau3 ni6,hau3 min2,kha6 laŋ1,ʔuŋ1' naɯ2,,,sau5,,phin2 ɬɯ2,mi2,,nɯŋ6,ɬo:ŋ1,ɬa:m1,ɬi5,ha3,ho:k7,tse:t7,pe:t10,kau3,ɬip7,ji6 ɬip7,ha3 ɬip7,pa:k10,si:n1
Debao,moŋ2,bəŋ3 θɔ:i4,bəŋ3 əɔ1,kɔ:k7 kha2,phja:i3,lo6,ma2,,ʔa:p10 ta6,ʔai2 θo:i1,mo:n1 ~ mo:n2,naŋ1,laŋ1,to:ŋ4,do:k10,θai3,tɔ:p7,nou4,ba6,rou4 na3,θy:ŋ3,la:u1,lu:t10,thu2,wo2,phjɔ:m2,daŋ2,,ɕup10,pa:k7,khe:u3,lən4,khu2,hai3,ra:k10,phi6,kən1,ke:u4,tsøi3,kən1,khɔ:p7,kjən1,khjou2,təŋ6,ma:k7 tha2,than2,ha:u2 lɔ:m2,no:n2,,phɔ:n2 jən2,naŋ6,,kɔ:n2,phou3 tsa:i2,me6 ɲi:ŋ2,lok10 ʔe:ŋ2,khi2,me6 pa2,me6,pa6,ru:n2,,,ka:ŋ3,tsy:k10,ja:t10,ɲɔ:p8,khjɔ:m2,tək7 thau6,tək7,,təp8,lak8,kha3,tha:i2,ɲaŋ2,tan5,,mai4,pha6,θi:m3,kɔ:m1,hat7,dam2,ly:k10,khən3,fɔ:k8,,kɔ:m1,wan6,θi4,khai2,tɔ:m1,wət8,tɔ:k7,ma1,nɔ:k8,khjai6,khɔ:n2,pək7,ban2,nai5,ni4,la:u2,tha:ŋ2,ŋou2,me:ŋ2 du:n1,thau1,ɲoŋ2,khu:ŋ6 khja:u2,pja1,nau6,ŋa5,bɔ:i2,la:k10,wa1,ma:k7,ɲa3,na:m6,thən2,ɕa6,nɔ:m4,lɔ:i1,ha:i3,ky1,,dɔ:ŋ2,fa4,ha:i2,da:u2 θəŋ1,wən2 pha3,mo:k7,phɔ:n2,lo:i2,fa4 me:p10,lɔ:m2,pau5,thau3,da:ŋ3,ha:u3,təm2,nak7,fai2,daŋ3,wɔ:n2,,dam2,kha:u2,de:ŋ2,he:n3,khi:u2,ʔi1,lu:ŋ1,tɔ:m5,rei2,ba:ŋ2,na1,kap7,kwa:ŋ3,tsɔ:p7,,ke5,mɔ:i5,dai2,wa:i6,to:i5,jam6,wɔ:n2,pei1,,do3,pən1,,dɔ:i2,,,tən4,paŋ6 təm4,khjɔ:i3,kwai1,tsi6 rɔ:i2,ŋo6,ni6,te1,phɔ:n6 rau2,phɔ:n6 ni6,phɔ:n6 te1,ka2 raŋ1,kɔ:n2 rɔ:1,,,wa4,,pan2 pei3 rei2,mei2,,de:u2,θo:ŋ1,θa:m1,θei5,ha3,khjo:k7,tsat7,pe:t7,kau3,θəp7,ɲei6 θəp7,ha3 θəp7,pa:k7,ɕy:n2
Fusui (Central),mɯi2,me:ŋ3 ɬu:i3,me:ŋ3 khwa2,ha1,pha:i3,lo6,ma2,,wi:u2 nam3,ʔo:i1 ɬo:i1,tum1 mok8,naŋ1,we:n2 laŋ1,tuŋ3,mo:k9,ɬai3,tap7,ne1,lo:ŋ2 ma5,lo3 na3,ɬɯ:ŋ3,he1,lɯ:t10,lau3,ho2,phɯn1 lau3,nɯŋ1,,tshu:p9,pa:k9,he:u3,lin3,li:u1,hai3,lu:k10,thu5,kin1,khe:u3,thuŋ1,kin1,hap8,kin1,lɯ2,thiŋ6,tha1,thin1,ha:u1,nin2,,phan1 hɯn2,naŋ6,,hɯn2,tsha:u2 ʔuŋ1,tsha:u2 ja6,lɯk10 nik7,pou3 ʔuŋ1,me6 ja6,me6 la:u3,ke5 la:u3,lɯ:n2,,,ka:ŋ3,tsha:k10,tshuk10,jip8,him1,tɯk7 nok8,tshi6,,tup10,tshak8,tha:ŋ1,tha:i1,ni:u1,kau1,,mai3,pa:k10,ɬim1,pɯn3,kuk10,po:k9,je:n3,hɯn3,khɯi6,,kam1,wa1,tshɯi3,ho:i1,tam1,jɯi2,tok7,ma1,nok8,lai5,phɯn1,pi:k9,min1,nou1,ma:i5,la:u2,thɯ:ŋ1,ŋɯ2,mɯ:n1,thau1,juŋ2,tsi3 ha:u1,pa1,nau6,ŋe2,mɯi1,la:k10,wa1,ma:k9,jɯ3,tum1,thin1,ɬa1,nam3,lai1,ha:i3,kɯ1,,nuŋ1,mɯn1,ha:i1,na:u1 nɯi5,phɯ3,mo:k9,phɯn1,fa3,mip10,lum2,tshu:i1,thau3,ha:m2,hɯi5,pɯ:t9,nak7,fɯi2,tshi:u1,wan2,,nam1,pɯk10,niŋ1,lɯ:ŋ1,he:u1,ʔe:ŋ1,mɯ:k9,tam5,lai2,ma:ŋ1,na1,tse:k9,hu:t9,ke:t9,,la:u3,mo5,nɯi1,wa:i6,to:i5,ham6,ŋin2,pɯi1,,pai3,pe:n2,,nɯi1,,,ne0,nɯŋ0,kan6,kai1,ko:k9 khɯi2,ku2,mɯŋ2,ti1',ho:ŋ1 lau2,ho:ŋ1 tɯ0 ɬou5,ti1' mo:i3 ʔuŋ1,tshup7 ma1',,,,tshou5,,khɯk7 khɯi2,mi1',,ʔit7,jɯi6,ɬa:m1,ɬɯi5,ha3,lok7,tsit7,pe:t9,kou3,tship8,jɯi6 tship8,ha3 tship8,pa:k9,tshi:n1
Guangnan Nong,muŋ2,bieŋ3 sa:i4,bieŋ3 sa1,kha1,tai5,lo6,ma2,,ʔap9 ta6,san3,mak7 mu6,naŋ1,laŋ1,tɔ:ŋ4,duk7,sai3,tap7,ʔu3,luŋ2 ba5,ru4 di5,mɯ6,bu1,lɯt10,tho1,ho2,phɔm1,daŋ1,,ɕik7,pak9,fan2,lin4,kho1,hai3,tha:u3,pho:i5,tɕin1,mau3,thuŋ1,dɯt7,khɔp7,tɕin1,tɕhu1,pjɔk8 ɲin2,luk8 tha1,then1,ʔa3 ham6,nɔ:n2,,phɯn1 hɯn2,naŋ6,,kɔn2,luk8 tɕa:i2,me6 ɲiŋ2,luk8 ja:ŋ1,po6 pho1,ja6,me6,po6,lo:n2,,,ha4,tɕik10,phuk7,ɲep8,tɕhem1,nan4 po1,ɲiŋ2,,tup8,lak8,kha3,tha:i1,tɕau1,kwa1,,mai4,pha5,le:m1,pɔm4,hɔk7,dam1,lɯk10,khɯn3,fɔk8,,kam1,bak9,sɯ4,ʔa3,tam1,dieu2,tɔk7,ma1,no:k8,tɕhai5,khɔn1,pik7,ben1,nu1,nə4,ju2,tha:ŋ1,ŋu2,do:n1,thau1,me:ŋ2 ɲuŋ2,tɕhiŋ3 tɕha:u1,pja1,nau6,ŋa6,baɯ1,lak10,dɔk9,mak9,ɲa3,na:m6,thin1,thin1 tɕa2,nam4,lai1,ha:i3,kə1,,dɔŋ1,fa4,ha:i1,da:u1 di5,pha:i5 fa4,mɔk9,phan1,fa4 ʔum3,fa4 mjap10,lam2,pau5,ʔun5,kɔŋ3,khaɯ5,ja:i3,nak7,fai2,do5,ja1,,dam1,kha:u1,de:ŋ1,he:n3,tɕhieu1,ne4,tɯ4,tam5,li2,ba:ŋ1,na1,kap8,kwa:ŋ3,tɕhai3,,tɕe5,maɯ5,dai1,wa:i6,to5,ham6,hɔn2,pi1,,kɯ4,pin1,,di1,,,nai6,hɯn3,tɕaɯ3,kwai1,laɯ2,ku4,maɯ2,ti4,lau2,tɕhə1,ho4 ti4,kaŋ1,kaɯ2,,,ta3,,hɔk7 laɯ2,bo5,,deu1,so:ŋ1,sa:m1,si5,ha3,tɕhɔk7,tɕet7,pet9,kau3,sip7,ŋi6 sip7,ha3 sip7,pak9,the:ŋ1
Guigang,fɯŋ2,tso5 pi:n1,pa:i6 kwa2,ka1,pra:i3,lo6,tau3,,ta3 tsam4,ʔu5,na:m6 fan4,naŋ1,pa:i6 laŋ1,tuŋ4,do:k9,ja6 θai3,tap7,ne3,ba5,ro4,ʔnum3,la:u1,lɯ:t10,krau3,ho2,pin1 krau3,ʔnaŋ1,,ɲou5,pa:k9,je:u3,lin4,ri:u1,tai3,ʔo3,tu1,kɯn1,ɲa:i3,tsəɯ3,kɯn1,hap8,kɯn1,rɯ2,tiŋ5,lak8 ta1,ran1,ʔa:u3 rum2,nɯn2,,lo5 po:ŋ6,naŋ6,,wun2,pou4 θa:i1,mi6 bɯk7,lɯk8 ɲe2,pou4 kwa:n1,mai4 ja6,mi6,te2,ra:n2,,,ka:ŋ3,tsa:k10,tsuk8,ɲip8,tsim1,tɯk7 ɲan1,θe6,,tup8,tsak8,ka3,ta:i1,lei4,ʔŋwa1,,fai4,pa:k10,θam1,rɯn4,ku6,ʔnam1,ke:n3,ma3,fok8,,təɯ2,ŋwe:t9,tsəɯ4,wo:i1,tam1,de:k9,tok7,ma1,rok8,krai5,pin1,fɯ:t10,bin1,nou1,no6,la:u2,rɯ:ŋ1,ŋɯ2,taŋ6 dɯ:n1,rau1,ɲuŋ2,ŋ4 kra:u1,pra1,ʔjat7,ʔŋa1,baɯ1,ra:k10,wa1,lak8 ma:k9,ɲɯ3,na:m6,rin1,θa,ram4,lu1,ha:i3,kru1,,doŋ1,bin1,hoŋ6 dɯ:n1,du3 dei5,fɯ3,mou6,wun1,pra3,ʔja:p9,rum2,po5,rau3,nit7,ra:u3,tam2,nak7,fei2,tɯk7,wan2,,ʔnam1,ha:u1,diŋ1,je:n3,je:u1,ʔɲei5,bɯk7,tam5,rai2,ba:ŋ1,na1,kap8,kwa:ŋ5,ʔjin1,,la:u4,mo5,dei1,wa:i6,to:i5,ham6,ŋwan2,pei1,,do3,prin1,,daɯ1,,,nei4,han4,kraɯ3,krai1,ki2 jaɯ2,kou1,mɯŋ2,te1,rau2,θou1,te1,ti5 jaɯ2,pou4 jaɯ2,,,ne:m1,,ku6 jaɯ2,di1,,ʔjit7,θo:ŋ1,θa:m1,θei5,ha3,rok7,tsat7,pe:t9,kiu3,θip8,ŋei6 θip8,ha3 θip8,pe:k9,tsi:n1
Jingxi,moŋ2,bəŋ3 θa:i4,bəŋ3 θa1,kha1,phja:i3,lo6,ma2,,ʔa:p9 nam4,ʔe3 θo:i1,mo:k9 mei6,naŋ1,la:p8 laŋ1,to:ŋ4,dok7,θai3,tap7,ni:n3,ba5,rou4 na3,θy:ŋ3,la:u1,lu:t10,thu1,wo2,phjam1,daŋ1,,ɕəp7,pa:k9,khe:u3,lən4,khu1,hai3,ra:k10,phi5,kjən1,ke:u4,tsei3,kjən1,khɔ:p7,kjən1,khjou1,təŋ6,ma:k9 tha1,than1,ha:u1 lam2,no:n2,,phɔ:n1 jən2,naŋ6,,kən2,po6 tsa:i2,me6 ɲəŋ2,lok8 ʔe:ŋ1,po6 phu1,me6 mi2,me6,pa5,ru:n2,,,ka:ŋ3,tsy:k10,ja:t10,ɲap8,khjam1,tok7 thau5,tək7,,təp8,lak8,kha3,tha:i1,ɲaŋ2,tɔ:n5,,mai4,pha5,θi:m3,pəm3,hat7,tsai1,le6,khən3,fɔ:k8,,kam1,wan6,θei4,khjai1,tam1,wət8,tɔ:k7,ma1,nɔ:k8,khjai5,khɔ:n1,pək7,ban1,nou1,ny4,la:u2,tha:ŋ1,ŋou2,me:ŋ2 du:n1,thau1,ɲoŋ2,khju:ŋ5 khja:u1,pja1,nau6,wa:ŋ6,bɔ:i1,la:k10,wa1,ma:k9,ɲa3,tam1,thən1,ɕa5,nam4,lai1,ha:i3,ky1,,dɔ:ŋ1,fa4,ha:i1,da:u1 dei5,wən2 pha3,mo:k9,phɔ:n1,fa4 daŋ1,fa4 me:p10,lam2,pau5,thau3,da:ŋ3,ha:u3,təm2,nak7,fai2,dəŋ3,wɔ:n2,,dam1,kha:u1,de:ŋ1,he:n3,khe:u1,ʔei3,lu:ŋ1,tam5,rei2,ba:ŋ1,na1,kap8,kwa:ŋ3,tsap7,,ke5,mɔ:i5,dai1,wa:i6,tsei6,jin2,wan2,pei1,,do3,pən1,,dɔ:i1,,,tən4,paŋ6,khjɔ:i3,kwai1,ʔam5 tɔ:i2,ŋo6,ni6,te1,phɔ:n5 rau2,phɔ:n5 ni6,phɔ:n5 te1,ke3 θai6,kən2 tɔ:i2,,,wa4,,pei3 rei2,mei2,,de:u1,θo:ŋ1,θa:m1,θei5,ha3,khjɔ:k7,tsat7,pe:t9,kau3,θəp7,ɲei6 θəp7,ha3 θəp7,pa:k9,ɕi:n1
Laibin,fɯŋ2,pa:i6 sɯ:i4,pa:i6 kwa2,ka1,pɣa:i3,lo6,tau3,,jou2 ɣam4,ʔu5,na:m6 fon4,naŋ1,pa:i6 laŋ1,tuŋ4,do:k9,sai3,tap7,ne1,ba5,ɣo4,ŋei4,la:u1,lɯ:t8,kɣau3,ho2,pun1 kɣau3,naŋ1,,ɲou5,pa:k9,je:u3,lin4,ɣi:u1,tai3,kom4,tu1,kɯn1,ɲa:i3,tsəɯ3,kɯn1,hap8,kɯn1,ɣɯ2,tiŋ5,lɯk8 ta1,ɣan1,ɣa3 ɣum2,nɯn2,,foŋ6 hɯn2,naŋ6,,wun2,pou4 sa:i1,me6 bɯk7,lɯk8 ɲe2,kwa:n1,mai4 ja6,mi3,po6,ɣa:n2,,,ka:ŋ3,tsa:k8,tsuk8,ɲip8,tsim1,tɯk7 ɲan1,ɲiŋ2,,tup8,tsak8,ka3,ta:i1,lei4,ʔŋwa1,,fai4,pa:k8,li:m1,mom4,ku6,dam1,ke:n3,hɯn3,fok8,,təɯ2,ʔŋwe:t9,tsəɯ4,ha:i1,tam1,de:k9,tok7,ma1,ɣok8,kɣai5,pun1,fɯ:t8,bin1,nou1,no6,la:u2,ɣɯ:ŋ1,ta:ŋ6,ta:ŋ2 dɯ:n1,ɣau1,ɲuŋ2,ɣoŋ6 kɣa:u1,pɣa1,nau6,ʔŋa1,baɯ1,ɣa:k8,wa1,ma:k9,ɲɯ3,na:m6,ɣin1,sa1,ɣam4,liu1,ha:i3,kɣu1,,doŋ1,bun1,ɣo:ŋ6 dɯ:n1,da:u1 dei5,hu3,mo:k9,ɣun1,pɣa3,jap7,ɣum2,po5,ɣau3,nit7,ɣa:u3,tum2,nak7,fei2,tɯk7,wan2,,ʔnam1,ha:u1,diŋ1,je:n3,je:u1,sai5,bɯk7,tam5,ɣai2,ba:ŋ1,na1,kap8,kwa:ŋ5,ʔjin1,,ke5,mo5,dei1,wa:i6,to:i5,hɯn2,ŋon2,pei1,,do3,pin1,,daɯ1,,,nei4,han4,kɣaɯ3,kɣai1,kɣaɯ2,kou1,mɯŋ2,te1,ɣau2,sou1,te1,ka6 ma2,pou4 jaɯ2,,,ne:m1,,ha:u6 ɣaɯ2,di1,,ʔit7,so:ŋ1,sa:m1,sei5,ha3,ɣok7,tsat7,pe:t9,kiu3,sip8,ŋei6 sip8,ha3 sip8,pe:k9,tsi:n1
Lianshan,fuŋ2,θo5,jiu6,pa:ŋ2 ka1,pja:i3,jœn1,tau3,,jiu2,ʔu5,fan4,naŋ1,kən2 laŋ1,tuŋ4,lo:k9,θai3,tap7,tsi3,po:ŋ2 pa5,jo4,nam3,la:u1,lœ:t8,kjau3,ho2,kjau3 pjam1,laŋ1,,ɲuŋ5,pa:k9,he:u3,lən4,hi:u1,tai3,ʔy:k8,tshy1,kən1,ɲa:i3,tsi:u1,kən1,kat7,kən1,jœ2,thiŋ5,phat8,jan.1,ho:i1 ŋa:p8,nen2 phat8,,thok7 muŋ6,naŋ6,,wun2,pu4 θa:i1,to:i6 mai5,lik8 ŋe2,pu4,mai4,ʔa0 ku4 ne5,ʔa0 po6,ja:n2,,,ka:ŋ3,tsa:k8,tshuk8,ɲip8,tsim1,kjap7 na:u4,ɲiŋ2,,map8,jak8,ka3,ta:i1,li4,ɲa:u1,,fai4,pa:k8,θam1,mo:p8,ku6,lam1,ke:n3,pan2,fok8,,tœ2,we:t9,ʔau1,ho:i1,kjuk7,kjuk7,tok7,ma1,jok8,kjai5,pən1,fu:t8,pen1,nu1,no6,jiu2,hy:ŋ1,ta:ŋ6,ta:ŋ6 lœ:n1,me6 jau1,me6 ɲuŋ2,kja:u1,pja1,la:n6,fai4 ɲi5,pau1,ja:k8,wa1,lik8 ma:k9,ɲœ3,na:m6,kjau3 jin1,na:m6 θa1,jam4,liu1,ha:i3,kiu1,,,pun1,jo:ŋ6 loe:n1,lə:u1 li5,hu3,lap7 mo:k9,wun1,pjaŋ2 pja3,ta3 lap8 liŋ6,jum2,tshui1,jau3,khe:ŋ4,hœ5,tum2,nak7,fi2,pjau1,wan2 fi2,,lam1,ha:u1,liŋ1,he:n3,he:u1,niŋ5,puk7,tam5,jai2,pa:ŋ1,na1,he:p8,kwa:ŋ5,ke:t9,,ke5,mo5,li1,wa:i6,tu:i5,hən2,wan2,pui1,,lo3,phe:n2,,lau1,,,ni3,ʔan3,kjau3,kjai1,wak7 lau1 wak7,ku1,maŋ2,te1,jau2 wun2,maŋ2 wun2,te1 wun2,ku6 ma2,pu4 lau1,,,tsau5,,ke3 je:ŋ6,mi2,,jit7,θo:ŋ1,θa:m1,θi5,ha3,jok7,tsat7,pe:t9,kiu3,ɕip8,ɲi6 ɕip8,ha3 ɕip8,pe:k9,tsi:n1
Long'an,mɯi2,me:ŋ3 ɬu:i4,me:ŋ3 kwa2,ha1,phla:i3,hlen1,tau3,,ji:u2 nam4,hla:p8 hla4,hon2 tsen2,naŋ1,lap8 plaŋ1,tuŋ4,nɔ:k9',ɬai3,tap7,tsi3,hlo:ŋ2 ma5',hlɔ4,ɬɯ:ŋ3,la:u1,lɯ:t8,hlau3,ho2,phlam1,naŋ1,,ɬup7,pa:k9,fan2,lin4,hli:u1,tai3,hlu:k8,phi5',kɯn1,ke:u4,tsɯi3,kɯn1,hap8,tsup7,hlɯ2,hlai6,tha1,then1,ʔa4 lum2,nin2,,lai5,naŋ6,,hun2,hun2 ɬa:i1,hun2 mɯk8,lik8 ʔe:ŋ10,pou4 koŋ1,ja6,ja6 ke5,pou4 pɔ6,hla:n2,,,ka:ŋ3,tsa:k8,tshuk8,jip8,tsim1,tik7 jen1,ɬe6,,tɯp8,tshak8,ka3,tha:i1,lɯi4,kau1,,mai4,pho5',ɬim1,pom1,kuk8,nam1,ke:n3,tshɯt8,fok8,,thɯi2,we:t7,tsɯi4,ho:i1,tam1,ne:k9',tɔk7,ma1,nɔk8,hlai5',phɯn1,fɯ:t8,min1,nou1,nɔ6,la:u2,thɯ:ŋ1,ŋɯ2,nɯ:n1,thau1,juŋ2,kuŋ5 khla:u1,pla1,nau6,ŋe2,mai1,hla:k8,wa1,ma:k9,jɯ3,tom1,thin1,ɬa1,nam4,ʔɔ:k9',ha:i3,klu1,,noŋ1,mɯn1,me:ŋ2 ha:i1,na:u1 nɯi5',phɯ3,mɔ:k9,phɯn1,phla3,mlap8,lum2,pɔ5,thau3,nit7,hɯi5',pɯ:t9,nak7,fɯi2,tik7,ʔi:n1,,nam1,pɯ:k8,niŋ1,lɯŋ1,tshiŋ1,ɬai5,huŋ1,tam5,hlai2,ma:ŋ1,na1,tse:t7,kwa:ŋ5,ʔin1,,ke5,mɔ5,nɯi1,wa:i6,tɯi2,ham6,ŋon2,pɯi1,,no3,ple:n2,,nai1,,,nɯi4,kan5,kan6,klai1,kan6 lɯi5,ku5,mɯŋ5,te5,ka:i5 hlou5',ka:i5 ɬu5,tɔ:i6 te5,ka:i5 lɯi5,pou4 lɯi5,,,tshau5',,han6 lɯi5 jɯŋ6,mɯi2,,ʔit8,jɯi6,ɬa:m1,ɬɯi5,ha3,hlɔk8,tshat8,pe:t9,kou3,sip8,jɯi6 sip8,ha3 sip8,pa:k7,tshi:n1
Longzhou,mɯ2,bə:ŋ3 ɬa:i4,bə:ŋ3 ɬa1,kha1,phja:i3,lo6,ma2,,ɬi:u1,ʔa1 ɬo:i1,mən6 muk10,naŋ1,paŋ4 laŋ1,to:ŋ4,duk7,ɬai3,tap7,num2,ba5,ɬu4 na3,ɬə:ŋ3,la:u1,lə:t8,bau3,ko2,phjum1,daŋ1,,ɕup7,pa:k7,khe:u3,lin4,hu1,hai3,ɬa:k8,phu:i5,kin1,ke:u4,tɕɯ3,kin1,khup7,ɕup7,hu1,tiŋ6,ma:k7 ha1,han1,ha1 lum2,no:n2,,phan1 han1,naŋ6,,kən2,ti6 po6,ti1 me6,luk8 dik7,po6,me6,tɕa5,pa5,ɬə:n2,,,kja:ŋ3,tɕə:k8,phuk7,jap10,khim1,tik7 hin1,jaŋ2,,thu:p7,lak10,kha3,ha:i1,te:u6,kau1,,mai4,khi:k7,ɬi:m3,lu5,hit7,tɕai1,lə:k8,khən3,kaɯ6,,kam1,wa:t7,ɬɯ4,khai1,tam1,ʔut7,tuk7,ma1,nuk10,khjai5,khun1,pik7,bin1,nu1,nɯ4,la:u2,ha:ŋ1,ŋu2,də:n1,hau1,juŋ2,khja:ŋ3 khja:u1,pja1,nau6,ŋa:m6,baɯ1,la:k8,bjo:k7,ma:k7,ja3,tum1,hin1,ɬa:i2,nam4,lai1,ha:i3,kɯ1,,duŋ1,fa4,ha:i1 pa:u3,da:u1 di5,pha3,mo:k7,phən1,po6 lo:i2,me:p8,lum2,pau5,hau3,da:ŋ3,khaɯ5,dit7,nak7,fai2,daŋ1,wən2,,dam1,kha:u1,de:ŋ1,lə:n1,khe:u1,ɬai5,lu:ŋ1,tam5,ɬi2,ba:ŋ1,na1,kap10,kwa:ŋ3,tɕip7,,ke5,maɯ5,dai1,wa:i6,to:i5,kam6,wan2,pi1,,do3,me:n5,,daɯ1,,,nai3,niŋ3,khjaɯ3,kwai1,ju5 tɕaɯ2,ŋo6,ni6,min2,huŋ1 lau2,ni6 ti2,huŋ1 min2,ki5 laŋ1,ki2 naɯ2,,,ɕau5,,pin2 ɬɯ2,mi5,,nə:ŋ6,ɬo:ŋ1,ɬa:m1,ɬi5,ha3,huk7,tɕit7,pe:t7,kau3,ɬip7,ji6 ɬip7,ha3 ɬip7,pa:k7,ɕi:n1
