Tetum,liman,karuk,kwana,ain,laʔo,dalan,mai,filas,nani,kfur,rai ahun,kulit,kottuk,kabun,ruʔin,te oan,aten,susun,baas,hatana,hanoʔin,hatauk,raan,ulun,kakorok,fuuk,inur,hasae nawan,horan,ibun,nean,nanaan,hanassa,tanis,kalea,teniru,ha,mamma,teʔin,hemu,makkit,susu,tilun,rona,matan,hare,maas,toba,toba,mihin,tur,harik,emma,mane,fetto,oan,laʔen,fen,ina,ama,uma,tali tahan,naran,haʔak,talin,futu,lita,daun,maraka,hana,sona,tae,hanaʔo,hoo,mate,moris,koi,tetak,ai,fotta,meek,la meek,knawar,furi,kakkan,,bubu,kumu,humur,keʔe,sossa,lake,fai,tuda,monu,asu,manu fuʔik,tollun,rahun,liras,semo,laho,isin,boran,ikun,samea,lattik rai,utu,ninik,labadain,naʔan,dodok,wattan,tahan,abut,ai funan,ai fuan,hae,rai,fatuk,rai henik,we,suli,tasi,masin,we lihun,alas,lalean,fulan,fitun,kaloan,ai abu,udan,kukur,mameran,anin,hu,manas,malirin,maran,bottes,todan,haʔi,sunu,dubun,,metan,mutin,mean,modak,matak,kiʔik,bôt,bettek,naruk,niʔis,maʔar,klot,luwa,moras,moe,tuan,foon,diak,aat,tebes,kalan,loron,tinan,bai hira,funin,saʔe,iha,iha laran,letten,kraik,neʔe,nia,kreʔis,kedok,iha neʔebe,hau,o,nia,ita,emi,sia,sa,se,seluk,hotu hotu,no,kalau,na nuusa,la [le],sura,ida,rua,tollu,haat,lima,neen,hitu,ualu,sia,sanulu,ruanulu,limanulu,atus ida,rihun
Tontemboan,kama,kaʔbiri,kanan,kecey,mawayaʔ,lalan,maʔai,meŋkor,keŋkeŋ,kotor,awu,kuliʔ,licur,poʔot,ruʔi,tinaʔi,ate,susu,bahu,keləkan,maɡənanɡ,mainde,əndaʔ,roʔkos,kanat,wuʔuk,ŋiruŋ,mʔasənɡ,mow,waʔbaʔ,waʔaŋ,lilaʔ,maʔkeʔkeʔ,maʔame,məluaʔ,rumuraʔ,kuman,maʔsəsəp,maʔsiwo,mələp,kumeret,suməsəp,luntənɡ,luminɡan,sumere,maʔtəkəlo,tuməkəl,meʔkel,manɡipiʔ,wərən,lemukut,tumulu,tou,tuama,wewene,toyaʔaŋ,penanaan,penanaan,ina [ŋ],ama[ŋ],wale,atəp,ŋaran,maroma,wawaʔkes,waʔkəsən,mawilit,wiwilit,,lumutaw,tumopok,maʔpankur,rombit,mapaten,mate,mənounou,maʔkoʔməs,toŋkey,kayu,maʔkimbeŋ,telew,umpət,maʔtawoy,luməsəw,maʔpili,tumou,suməɡa,me'mekan,tumimboy,kaʔil,tumələs,wuka,maraʔas,maʔwankil,lumətup,asu,lum lempar,wulina,wuʔuk,tətələw,tumələw,kawok,samaʔna,tawaʔ,ipus,ulaʔ,caciŋ,kutu,pankaʔ,lawa-lawa,səraʔ,maʔwou,cabaŋ,laleyna,amut,buŋaŋ,buaʔ,rumput,tanaʔ,watu,raŋiʔis,rano,mawayaʔ,tasis,asiŋ,tasis,utan,laŋit,sərap,suməsəndot,kambuŋ,lalaindəŋ,muran,ɡuntur,kilat,rəɡəs,maʔrəɡəs,pasoʔ,utiŋ,pəra,raməs,utər,api,maʔtunuʔ,tembur,awu,wuriŋ,kuloʔ,raindaŋ,kuniʔ,mataʔ,təkeʔ,wankər,kolək,lambot,nipis,kuraʔber,pəsut,welar,sumakit,malawi,maʔtua,weru,samaʔ,lewoʔ,wutul,waŋi,əndo,taun,kawisa,yanap,sumosor,an,anuntəp,andaŋka,andarəm,anio,siitu,tawi,tayaŋ,ambisa,yaku,kamu,sia,cita,kamu pakasa,sera,sapa,sisey,walina,pakasa,wo,so,tambisa,raica,maʔreken,esa,rua,təlu,əpat,lima,enem,pitu,walu,siow,saŋapulu',rua nɡapulu',lima ŋapulu',ma'atus,mariwu
Wuna,lima,kema,s|wana,ɡhaɡhe,no|kala,sala,mai,nobelo,leni,noraku,,kuli,,taɡhi,buku,ihi no taɡhi,ɡhete,titi,ɡhofea,pandehao,fekiri,no|tehi,rea,fotu,wuɡhu,vulu no fotu,ne,nofenei,nofowono,woba,waŋka,lela,fo|ta,noɡhae,toŋka,foɡhoniu,fo|ma,kamama,,foraɡhu,fona,komi,poŋke,feteŋke,mata,nofoara,,nolodo,,mo|nifi,neŋkora,noere,omie,moɡhane,ro|bine,anahi,moɡhane,robine,ina,ama,lambu,ɡhato,neya,bisara,rabuta,netapu,netampoli,deu,nofula,netemba,fotobo,nesuwu,nombulaku,fopoŋko,mate,dadi,nekurumasi,nedodo,sau,neboɡha,noroko,noduko,karada,netisa,nepili,tumbu,no|feo,ne|feo,neutara,ne|seli,ne|ɡholi,neleŋka,,ɡhompa,nondafu,d|ahu,manumanu,ɡhunteli,vulu,pani,horo,wolavo,daɡi,,punda,ɡhule,,otu,konunu,kabamba,kenta,no|buru,raɡha,ro,par|aka,vuna,bake,karopu,wito,kontu,bone,oe,,tehi,ɡohia,,katua,lani,wula,kalipopo,olu,ɡawu,ɡhusa,tondu,lela no ifi,kavea,nebuso,no|pana,norindi,nokele,nomoɡhu,no|bie,ifi,ne|tunu,ɡhumbo,ɡhabu,noɡhiɡhito,nopute,nodedia,nokukuni,nofeido,norubu,nobala,nokubu,newanta,nonifi,nokapa,noseke,neware,nolea,noambano,kamokula,nobuɡhou,neta,habarubaru,nokotuhu,korondoha,ɡholeo,taɡhu,inde|fie,nefebuni,nofoni,,,,,a-ini,a-itu,nomaho,nokodohu,nehamae,inodi,ihitu,anoa,insaidi,ihintumu,andoa,ohae,lahae,siɡahano,baribarie,,,,mina,nelentu,iseʔ,dua,tolu,paʔ,,,,,,,,,,
Banjarese Malay,tanɡan,kiwa,kanan,batis,bajalan,jalan,datanɡ,baputar,bakunyunɡ,riɡat,dabu,kulit,balakanɡ,parut,tulanɡ,parutlilit,hati,susu,bahu,tahu,bapikir,takutan,darah,kapala,ɡulu,rambut,hidunɡ,hinak,cium,muntunɡ,ɡiɡi,ilat,tatawa,tanɡis,muak,ludah,makan,mamah,bamasak,nɡinum,iɡut,taɡuk,talinɡa,mandanɡar,mata,lihat,kuap,ɡurinɡ,barabah,mimpi,duduk,badiri,uranɡ,lalakian,bibinian,anak,laki,bini,uma,bapa,rumah,atap,nɡaran,ujar,tali,jarat,jahit,jarum,ɡarit,timbak,suduk,pukul,menyuntan (mencuri),bunuh,mati,hidup,ɡaru,tatak,kayu,balah,landap,bunɡul,ɡawi,tanam,pilih,tumbuh,banɡkak,parah,pinɡkut,tabuk,tukar,buka,tumbuk,tawak,ɡuɡur,hadupan,burunɡ,hintalu,bulu,halar,tarabanɡ,tikus,daɡinɡ,lamak,buntut,ular,cacinɡ,kutu,ɲamuk,,iwak,buruk,,daun,akar,kambanɡ,buah,kumpai,tanah,batu,karanɡan,banyu,alir,laut,uyah,danau,hutan,lanɡit,bulan,bintanɡ,awan,kabut,hujan,ɡuntur,kilat,anɡin,batiup,panas,dinɡin,karinɡ,basah,barat,api,banam,asap,habu,hiranɡ,putih,habanɡ,kuninɡ,hijau,halus,ɡanal,handap,panjanɡ,tipis,kandal,kipit,libar,sakit,malu,tuha,hanyar,baik,buruk,banar,malam,sianɡ,tahun,bila,sambuɲɪ,naik,di,dalam,atas,bawah,ini,itu,parak,jauh,di mana,aku,bubuhan ikam,inya,kita,ikam,bubuhannya,apaʔ,siapaʔ,nanɡ lain,samuaan,dan,jaka,wayahapa,kada,itunɡ,asa,dua,talu,ampat,lima,anam,tujuh,dalapan,sambilan,sapuluh,,,saratus,saribu
Makassar,lima,kairi,kanaŋ,baŋkeŋ,aʔlampa,aɡaŋ,battu,biluʔ,aʔlaŋɛ,raʔmasaʔ,awu,bukku lɛŋ,doŋkoʔ,battaŋ,buku,parruʔ,atɛ,susu,salaŋɡa,issɛŋ,ammikkiriʔ,mallaʔ,cɛraʔ,ulu,kalloŋ,uʔ,kaʔmuru,aʔmaiʔ,aŋŋaraʔ,bawa,ɡiɡi,lila,ammakkalaʔ,aŋŋarruʔ,laŋŋɛ,appiʔru,aŋŋanrɛ,aɲcaʔma,appallu,aŋŋinuŋ,aŋŋokkoʔ,aŋisoʔ,toli,allaŋŋɛrɛʔ,mata,acciniʔ,aʔlaulau,attinro,anraʔba,assoʔna,ammempo,ammenteŋ,tau,buraʔne,bainɛ,anaʔ,buraʔnɛ,baine,ammaʔ,maŋɡɛ,ballaʔ,pattoŋkoʔ,areŋ,aŋkana,otɛrɛʔ,aɲɲikkoʔ,anjaiʔ,jaruŋ,andoaŋ,annembaʔ,annoboʔ,annunruŋ,allukka,ambuno,matɛ,tallasaʔ,aŋkaŋkaŋ,ammoloŋ,kayu,ammuɛ,taraŋ,pokkoloʔ,anjama,attanaŋ,ammilɛ,attimbo,kambaŋ,ammaccoʔ,annaʔɡalaʔ,aŋŋɛkɛ,ammalli,aɲɲuŋkɛ,annumbuʔ,aɲɲambila,tuʔɡuruʔ,koŋkoŋ,jaŋanɟaŋaŋ,bayâo,bulu,kaʔɲiʔ,anriʔba,balao,assi,jamɛʔjamɛʔ,iŋkoŋ,ularaʔ,ɡallaŋɡallaŋ,kutu,lamuʔ,labalaba,jukuʔ,bottoʔ,taŋkɛ,lɛkoʔ,akaʔ,buŋa,rapporappo,rukuʔ,butta,batu,kassiʔ,jeʔneʔ,assoloŋ,tamparaŋ,cɛʔla,balaŋ,romaŋ,laŋiʔ,bulaŋ,bintoɛŋ,rammaŋ,saliu,bosi,ɡunturuʔ,killaʔ,aŋiŋ,annuiʔ,bambaŋ,diŋiŋ,kalotoroʔ,basa,battalaʔ,pɛpɛʔ,antunu,rumbu,awu,lɛʔlɛŋ,kɛboʔ,ɛja,kuŋ̃iʔ,moncoŋ bulo,caʔdi,lompo,bodo,laʔbu,nipisiʔ,kapalaʔ,ecereʔ,luaraʔ,ɡarriŋ,siriʔ,toa,bɛru,bajiʔ,kodi,tojeŋ,baŋŋi,allo,tauŋ,siapanna,accokko,naiʔ,ri,ilalaŋ,iratɛ,irawa,annɛ,antu,ambani,bɛlla,kɛmaɛ,inakkɛ,ikau,iya,(i)kattɛ,ikau ŋasɛŋ,iya ŋasɛŋ,apa,inai,maraɛŋ,iya ŋasɛŋ,na,punna,antekamma,taɛna,aŋŋituŋ,sɛʔrɛ,rua,tallu,appaʔ,lima,annaŋ,tuju,saɡantuju,salapaŋ,sampulo,ruampulo,limampulo,sibilaŋŋaŋ,sisaʔbu
Sangir,lima,kaihi,koaneŋ,laedeʔ,d-um-aley,daleŋ,mahi,tiriŋ,kalaŋ,ma-labusanaŋ,awuleʔ,pisi,likudeʔ,tiaŋ,duhi,tinai,ate,susu,bembaŋ,siŋkaʔ,maŋ-enna,takuʔ,daha,temboʔ,leheʔ,utaʔ,iruŋ,sindaʔ,imbu,mohoŋ,isi,dila,leɡe,saŋiʔ,m-uta,maŋ-edu,k-um-aeŋ,sepa,pakasasaʔ,inuŋ,kiki,sesuʔ,tuli,diŋiheʔ,mata,silo,kiolabeʔ,tikiʔ,demmaʔ,m-ioi,maiaŋ,tiɡoheʔ,tau[mata],eseʔ,bawine,anaʔ,kawiŋ,kawiŋ,inaŋ,amaŋ,bale,atuʔ,areŋ,kueŋ,tali,ikiʔ,ɡepeʔ,da|rahuŋ,meŋanuʔ,me-lutaŋ,susuʔ,tutu,tako,pate,mate,biaheʔ,kaho,ma-nariʔ,kalu,heŋeʔ,maroro,malumu,me-haleʔ,asiʔ,pile,t-um-uwo,hamau,peha,meŋumbeleʔ,baŋka,belli,buka,tetuʔ,paloʔ,ma-nawo,asu,manuʔ,telluheʔ,bembulu,panideʔ,telaʔ,balawo,ɡ|esi,lana,tole,tempu,tempu,kutu,teniʔ,kaluaŋkaŋ,kinaʔ,heneʔ,lelaŋ,dauŋ,hamuʔ,buŋaŋ,bua,dukuʔ,en|tana,batu,ene,akeʔ,eleheʔ,sasiʔ,asiŋ,dano,andeaŋ,laŋiʔ,bulaŋ,bituin,binawa,buhawudeʔ,tahiti,delluʔ,kilaʔ,aŋiŋ,tiuʔ,tetiʔ,dalendiŋ,ma-haŋu,ma-nantaʔ,behaʔ,putuŋ,tutuŋ,tipu,awu,ma-ituŋ,ma-wira,ma-hamuʔ,ma-ririheʔ,ido,kadodoʔ,ɡuwaʔ,ma-nibuʔ,nandu,manipiʔ,ma-sueneheʔ,hepoʔ,ma-lamba,ma-sakiʔ,ma-mea,ɡuraŋ,buhu,ma-pia,dalakiʔ,depaʔ,basa,ello,tauŋ,kaŋereʔ,buni,awiʔ,su,daluŋ,dasiʔ,bawa,ini,ene,sandiɡeʔ,ma-rau,su apa,i  aʔ,i  kau,i sie,i kiteʔ,i kamene,i sire,apa,i  sai,baline,kebiʔ,diŋaŋ,maʔeŋ,kere,baline,me-tiaʔ,ode,dua,tellu,epaʔ,lima,enunɡ,pitu,waʎu,sio,mapuʎo,duampuʎo,liman puʎo,mahasu,sehiwu
Thao B96,rima,tana-wizi,tana-du,kuskus,mun-dadan,saran,mu-nay,tau-shuqish,m-rauz,ma-risris-in,bulbul,shapa,rikus,tiaz,puqu,rumrum,rishi,tutu,qalhafa,ma-fazaq,m-aŋqtu,sh-uŋ-kash,talhum,punuq,buqtur,fukish,muzin,sh-m-inaw,sh-m-azik,ruzic,nipin,zama,ma-cacawa,c-m-anit,m-utaq,ma-filhaq,k-m-an,qirqir,pit'ia,mi-qilha,k-m-irkir,ucuc,lharina,t-un-maza,maca,m-rikaz,ma-shushuaw,malhus,pan-taqnar,matiashaq,mi-lhuŋqu,i-lhilhi,caw,ayuzi,binanauʔaz,azazak,ayuzi,binanauʔaz,ina,ama,taun,tafuq,lhanaz,k-m-uza,qlhiw,q-m-ucquc,sh-m-aqish,lhalhum,mu-ribush,palatatnur,lh-m-irik,k-m-ay,k-un-riu,k-m-ay p-acay,m-acay,ma-qalhtash,k-m-ulhaw,k-un-tun,kawi,t-m-alhtalh,ma-lamlam,ma-tarictic,mu-buhat,malhuiza,kadaduk,lh-uŋ-quz,lh-um-fawa,damriz,h-m-adu,k-m-ari,fariw,t-m-ana,maka-runu,panaq,ma-lhacak,atu,rumfaz,qaricuy,kupur,pali,marfaz,mashmash,bunlhaz,lhimash,wawishwish,qlhuran,qatidauluk,kucu,rikish,kakatu,rusaw,mu-bluc,pana,filhaq,lhamic,bukay,pinalhalhuyza wa kakanin,lhmir,pruq,fatu,bunaz,sazum,maŋ-qaruz,wazakan,qtilha,wazakan,ribush,qali,furaz,kilhpuz,urum,harbuk,qusaz,barumbun,pilhnac,fari,m-iup,ma-tata,ma-shimzaw,ma-qalhiw,ma-tubu,ma-bric,apuy,sh-u-nara,qumbu,qafu,ma-qusum,ma-puzi,ma-qulha,shadunan,ma-dishlum,laŋqisusay,ma-raʔin,luish,ma-kuliush,ma-bazay,ma-kushtur,ma-qtit,ma-haran,ma-karman a but,m-ayaw,sasaz,faqlhu,ma-qitan,ma-karman,dadu,tanlhuan,qali,kawash,kaiza,kuruz,makurada,i,i,i-fafaw,i-pruq,i-nay,haya,i-qualh,i-hazish,i-ntua,yaku,ihu,cicu,ita,maniun,caycuy,numa,tima,suma,ʔazʔaz,masa,ya,apia-kuzan,ani,shupilh,tata,tusha,turu,[sh]pat,ri:maʔ,sturu,pi:tuʔ,kaʃpat,tana:ɵuʔ,ma:kɵin,mapu:sað,,mamavaŋatə,
Favorlang F69,rima,kairi,kallamas,asiel,moas,tarran,mai,,summaso,miach,borrabor,maram,sies,chaan,oot,oda,amorra,zido,babiar,maba,tumpa,mikki,taɡa,oeno,ri,tau,not,chumsan,romosnos,ranied,sjien,tatsira,mais,mirras,mota,erab,man,,mado,micham,maɡkaɡh,tsimipi siep,charrina,masini,macha,mita,,matorro,summara,,mero-os,mbarri,cho,sham,mamali,shiem,,,nai,mau,don,,naan,pala,arat,kummoɡh,summis,,mibonna,poch,tummaba,dooɡh,,pacha,macha,orich,makos,mipies,inan,pilla,maɡɡaat,,merien,,,,,pissir,,parroa,,,,maɡɡa,mioɡ,mado,mampa,rini,chaar,chaar,mabart,kadzies,boa,hema,kier,ibien,kilal,ocho,rieb,tarrara,tsi,mabocho,,bia,bossor,tullala,boa,aras,ta,bato,bonnad,to,,abas,sassi,,maimoch-a-ta,busum,idas,baboan,rabbo,,oetas,bioa,lalka,barri,piop,tadach,maaru,macha,maspe,mataoch,chau,chummar,chatto,abo,makosum,mabukkas,makakas,mkach,mkach,qua,mato,mapappa,ma-asoso,makied,maraɡhraɡh,me-ich,morras,masich,,masham,bao,mataso,rapies,micho,bi-ini,sisa,,sbanno,,,,lallum,babo,matatto,ai,,machaddak,ro,dema,ina,ijo,icho,torro,ima,decho,numma,indema,roman,rummo,a,,,,tumpuk,natta,roa,torro,naspaat,achab,nataap,(na)ito,maaspat,tannacho,zchiett,naroa tsxiet,,,
Kavalan F69,limaʔ,kumawi:liʔ,kawa:nan,ɣa:pan,səma:kai,la:ran,kautuʔ,kəlisən,mənaŋui,paqsilap,taveq,luvə́ŋ,sawaq,pələ́s,tiɣan,nalnaq,pnaʒəŋi:tan,si:suʔ,tɣi'aɣ,su:pəɣan,kəsianə́m,moqtə́t,ɣainaŋ,uɣuʔ,rurə́n,buqə́s,ʔunu'uŋ,səməŋah,vaŋsis,ŋi:viɣ,baŋɣau,lilam,kokoʒan,mu:ɣiŋ,mu:tiʔ,tiapə́s,kanpai,,samal,siɣop,qma:ɣat,səpsə́p,ka:yal,pi:leŋ,ma:taʔ,tmaytaʔ,,mainə́p,səʒitaŋ,,qalə́r,teɣeʔ,ʒa:rat,unanai,taʒuŋanm tarunɡan,su:nis,,,ti:naʔ,ta:maʔ,rəpau,,na:ŋan,siqaumaʔ,qəli:ʒə́n,məqosi:ŋə́t,təma'is,,salaup,battuʔ,toqaiqaqai,puqun,,məttuŋ,pa:tai,manbinus,kaɣau,qəma:niv,pa:ɣin,məŋaɣ,ma:naŋ,mŋa:ʒə́s,saquliʔ,,,,,qumənə́ɣ,ʔalai,ka:lkal,,,,naqai,təmibuk,wasuʔ,ʔaɬam,ti:ɣoh,pakəz,pakə́z,nuba:saɣ,motə́n,ʔəsiʔ,sima,liqə́ʒ,siqqai,kaurey,tiran,ɣi'is,va:tə́ŋ,ba'ə́t,məlatok,,viɣe:ʔ,ɣa:bas,sima'oʔ,disana pəru:ruʔ,su'ai,mranai,batuʔ,buqan,ranum,səmur,ʒi'in,ʒəmian,vutvut,nauna'uŋ,ləʒan,bu:ran,bəltaɬan,ranə́m,təlumtiʔ,ʔuʒal,ʒəŋʒə́ŋ,riʒa'ap,ba:riʔ,təmavaʔ,səmɣaŋ,sassə́n,maisə́ŋ,məʒi:ʒiʔ,ʒinnə́q,ɣamaʒ,puɣa:mar,qi:ɣab,yibuʔ,təŋə́ŋ,bussaɣ,təba:ɣe',pulipuliʔ,pu:liʔ,ki:tə́t,ɣa:yaʔ,məkəʒə́s,maɣɣoŋ,ʔinpis,ətuʒ,ki:tut,tabbai,taɣau,,baibələ́n,ta:suʔ,nəŋiʔ,məsu:kau,maikə́n,tuban tituhabiʔ,taɣa:itiʔ,,qonian,,,,ʔaso:naʔ,[ta-]ba:bau,li:bə́ŋ,ʔanəm,ya'uʔ,məra:ki,məla:ul,ni'an,ʔaikuʔ,ʔaisuʔ,ʔaizip,ʔaytaʔ,ʔaymoʔ,maʒəmun ya'o',muniʔ,tia:naʔ,raratayau,məni'il,səɣəi:,,manaʔ,,bilaŋ,ʔissai,rusaʔ,tuluʔ,spat,ʔulimaʔ,ʔu:nnə́m,pi:tuʔ,va:ruʔ,siwaʔ,stəɣai,ʔuru savtin,,ɣasi:buʔ,
Saaroa F69,ramoco,baciki,aɬanə,sapaɬə,muasa:sala,salaʔa,muacəkəɬə,sakuapikolo,makaɬaŋolo,a:ɬaŋəaŋa,ʔaərə,baliɬacə,likoso,cibuka,culaɬə,baələ,ʔaciʔi,ʔususu,aɬiasa,macaɬia,pa:cə:cəpəŋə,muruaɬə,caraʔə,boŋoʔo,kuaŋələɬa,bəkə:,ŋo:ŋoro,muruaniania:,uma:bali,ŋuso:,aɬi:,ʔabasə,maca:ca:,tumataŋi:,ta:ruta,tuici,uma:u,,aba:bo,miama,uma:racə,maliamucoco,caliŋa,tumimaɬa,bulaiɬi,kumakita,,ma:tatusoro,mata:saʔai,,tuaparo,muasiri,cucoʔo,ɬaɬusa,aɬaina,mamaini,,,inaʔa,amaʔa,salia,,ŋaɬa,amiɬa:,ɬikitalia,pa:ɬəməɬə,tumaɬisua,,muruacəka:,uapana,ɬumaɬiboro,mariabakəsə,,pa:papaci,mamaci,maŋusipi,kara:ro,uaŋətəɬə,kioʔo,ruapici,mabarəbarə,kuabarəbarə,takuʔi:ʔiarə,,,,,maiaəpəcu,umaəməcə,kumakali,,,,mata:pono,muacili,tasau,aɬamə,ʔasarə,ʔalapoŋo,puakə,miapiɬiɬi,taloboco,papaʔa,ʔimarə,ʔisisi,buɬiʔi,kuliʔi,caracə,ɬatika:sə,sarapo,butukuɬo,cumakə,,laɬəŋə,ramiʔi,tabaɬiɬa,masoʔo,sə:səŋə,sarə:,batoʔo,laboko,saɬomo,puabauaɬə,tənəmə,maiɬi,tətənəma,ki:kiuʔua:,laŋica,bulaɬə,ʔacaŋəraɬa,lu:luŋa,mələməta/kaɬaməra,usaɬə,sululuŋa,ʔa:palata:,baratə,pa:ripa,masoŋoli,masarəmə,maparapa,mataɬəŋərə,malisə:ɬə,apoɬo,muacuɬo,bu:bula,ʔaboʔo,malicəcə,mapoɬi,matabuɬiu,maɬisarə,malaŋiɬo,maini,taisa,manitəkə,mələŋəsə,maɬipi:,makisumuru,maini,[m]alanarə,macarəmə,,aɬa:ma,baroʔo,mabacaŋə,takuliacə,mətəaɬə,bərəŋanə,a:ri,,ki:ɬaumaŋe,,,,ruruma:nə,ibabo,kalaɬapa,kaniʔi,kanaʔa,masaɬi,masaiɬa,ni:nau,-ako,iɬao,iɬaisa,iɬata,iɬamo,iɬaisa,ŋaɬaisa,ŋaɬaisa,usuma:nə,mə:məa,ɬa,,auni:ni,,umaiapə,ca:ni,su:a,to:lo,pa:tə,ulima,ənəmə,kupito,kualo,kusia,ma:ɬə,mapuaɬ,,ɬimioŋo,
Werinama,animan,avet,kamuin,ayain,iko,,islot,ibutar,inakv,fofv fofv,lavv lavv,akurit,akotan,atian,aɬuin,avi tuan,ayatan,asusin,avaya|yan,iaveneta,afikir,imtait,alawan,anba,ayonin,aʔulin,aʔilin,amesa,abufmauk,avivin,anifan,amelin,amɬi,takit,aɬua,abeba,aken,muma,bamasa,a|ninv,a|kat,amoit,atarikʌn,ab|loka,amatʌn,abla,amamawa,imtoɬv,iburburiŋ,mnif,iduʷat,akolan,mansia,muana,vina,yana,isawan muana,isawan vina,inan,yaman,uma,yata,anaɬan,aduɬa,wawat,inafit,abakasoma,jaroŋ,ak̚mada,bana,idevat,ibiatv,mana:,abunv,imata,ihidup,ikwas,i|da,ai,ibat,katv,nona,dei,abakatau,badali,me,bi|vawa,lefa,adoman,ikaɬv,balat,balak,dutv,idutv,imnavv,yasv,miova,tolin,avurin,yeon,idivv,mi|lava,aʔisin,avatan aiak,efat,bufin,caciŋ,tinan,umanis,,ian,mikoban,ai yakan,ai lan,ai waʔat,ai futin,ai vuan,fofv,yena,vatv,yena,wai,baitv,lautan,,timalola,ai lalan,lakit,vulan,toin,awan,kamu kamu,ulan,dola,kalak,yakin,anu,bafanat,baʔidikv,mamala,loba-loban,biat,yafv,i|dun,numik,ɬavv,mametan,babutv,dadau,unin,id͡ʒo,fofinyana,aiak,wetuwetik,aʔotak,minifit,vitol,kofakofat,tiban,mayaut,imayan,tuain,vavoi,kamuin,kajahatan,mamenin,matabot,bilima,na,bot fila,basavunin,sa:,va,valala,ko lete,ko na vaɬ,li,lin,wetuwetik,aʔotak,ana,ya,an,ia,ita,em,sia,safa,se|ma,kulkul,sev sev,dua,ø,dawaia,sak|ali,arekinɡ,san,lua,tol,fetv,,,,,,,,,,
Sundanese,leuŋeun,kenca,katuhu,kaki,leumpanɡ,jalan,datanɡ,menɡkol,nɡojay,kotor,peleduɡ,kulit,tonɡɡonɡ,beuteunɡ,tulanɡ,peujit,hate,susu,taktak,nyaho,mikir,sieun,ɡetih,sirah,beuheunɡ,rambut,irunɡ,nyeunɡhap,nyium,sunɡut,huntu,letah,seuri,nanɡis,utah,nyiduh,dahar,nɡaɡayem,masak,nɡinum,nɡeɡel,nyeuseup,ceuli,nɡadenɡe,panon,nenjo,heuay,sare,nɡaɡoler,nɡimpi,diuk,nanɡtunɡ,jelema,lalaki,awewe,budak,salaki,pamajikan,indunɡ,bapa,imah,hateup,nɡaran,nɡomonɡ,tali,meunɡkeut,nɡaput,jɘrum,moro,nɡabedil,nubles,neunɡɡeul,maok,maehan,paeh,hirup,nɡaɡaro,motonɡ,kai,meulah,seukeut,mintul,diɡawe,melak,milih,tuwuh,bareuh,meres,nyekel,nɡali,meuli,mukɘ,nutu,maledoɡkeun,raɡraɡ,anjinɡ,manuk,endoɡ,bulu,janɡjanɡ,hiber,beurit,daɡinɡ,ɡajih,buntot,oray,caciŋ,kutu,reunɡit,lancah,lauk,buruk,dahan,daun,akar,kembanɡ,bubuahan,jukut,taneuh,batu,keusik,cai,nɡalir,laut,uyah,talaɡa,leuweunɡ,lanɡit,bulan,bentanɡ,meɡa,halimun,hujan,ɡuluduɡ,ɡelap,anɡin,niup,panas,tiis,ɡarinɡ,baseuh,beurat,seuneu,meuleum,haseup,lebu,hideunɡ,bodas,beureum,konenɡ,hejo,leutik,ɡede,pondok,panjanɡ,ipis,kandel,heurin,rubak,ɡerinɡ,era,kolot,anyar,alus,jahat,bener,peutinɡ,poe,taun,iraha,ɲumput,naek,di,dijero,diluhur,dihandap,ieu,eta,deukeut,jauh,dimana,kurinɡ,maneh,manehna,uranɡ,maraneh,maranehanana,naon,saha,lain,kabeh,jeunɡ,lamun,kumaha,henteu,nɡitunɡ,hiji,dua,tilu,opat,lima,ɡenep,tujuh,dalapan,salapan,sapuluh,dua puluh,lima puluh,saratus,sarebu
