ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
470	30_head	None	MengDan	Meng Dan	kiŋ	kiŋ	k i ŋ	khan1274	1256	24.296522	98.379886	
471	30_head	None	ChuDongGua	Chu Dong Gua	ɡiŋ	ɡiŋ	g i ŋ		1256	24.330889	98.393125	
472	30_head	None	XiangZhaiTang	Xiang Zhai Tang	ɡiɲ	ɡiɲ	g i ɲ	ruma1248	1256	24.323819	98.556639	
473	30_head	None	PongNuea	Pong Nuea	ɡiɲ	ɡiɲ	g i ɲ		1256	20.321525	99.866817	
474	30_head	None	NyaungGone	Nyaung Gone	ɡɨn	ɡɨn	g ɨ n		1256	20.635025	96.545772	
475	30_head	None	NoeLae	Noe Lae	ɡiɲ	ɡiɲ	g i ɲ		1256	19.941803	99.044742	
476	30_head	None	BanPaw	Ban Paw	ɡɨɲ	ɡɨɲ	g ɨ ɲ		1256	21.311225	99.557550	
477	30_head	None	ChaYeQing	Cha Ye Qing	ken	ken	k e n		1256	24.305717	98.463661	
478	30_head	None	GuangKa	Guang Ka	ken	ken	k e n	ruma1248	1256	24.065714	97.796281	
479	30_head	None	MangBang	Mang Bang	kən	kən	k ə n	ruma1248	1256	24.416392	98.399078	
480	30_head	None	NanSang	Nan Sang	kən	kən	k ə n	ruma1248	1256	24.019728	97.819736	
481	31_hair	None	NamHsan	Namhsan	huɁkiŋ	huɁkiŋ	h u ʔ k i ŋ		1040	22.965064	97.163239	
482	31_hair	None	KhunHawt	Khun Hawt	houɁ keɲ	houɁ keɲ	h o u ʔ + k e ɲ		1040	22.965064	97.163239	
483	31_hair	None	HtanHsan	Htan Hsan	houɁ kiɲ	houɁ kiɲ	h o u ʔ + k i ɲ		1040	22.675133	97.289942	
484	31_hair	None	PangKham	Pangkham	hɨk ɡiɲ	hɨk ɡiɲ	h ɨ k + g i ɲ		1040	22.672097	97.161167	
485	31_hair	None	ManLoi	Man Loi	huk ɡiŋ	huk ɡiŋ	h u k + g i ŋ		1040	22.636019	97.139264	
486	31_hair	None	MengDan	Meng Dan	huʔ kiŋ	huʔ kiŋ	h u ʔ + k i ŋ	khan1274	1040	24.296522	98.379886	
487	31_hair	None	ChuDongGua	Chu Dong Gua	huʔ kiŋ	huʔ kiŋ	h u ʔ + k i ŋ		1040	24.330889	98.393125	
488	31_hair	None	XiangZhaiTang	Xiang Zhai Tang	huːj	huːj	h uː j	ruma1248	1040	24.323819	98.556639	
489	31_hair	None	PongNuea	Pong Nuea	hɨk ɡiɲ	hɨk ɡiɲ	h ɨ k + g i ɲ		1040	20.321525	99.866817	
490	31_hair	None	NyaungGone	Nyaung Gone	hɨk ɡɨn	hɨk ɡɨn	h ɨ k + g ɨ n		1040	20.635025	96.545772	
491	31_hair	None	NoeLae	Noe Lae	hɨk ɡiɲ	hɨk ɡiɲ	h ɨ k + g i ɲ		1040	19.941803	99.044742	
492	31_hair	None	BanPaw	Ban Paw	hɨk ɡɨɲ	hɨk ɡɨɲ	h ɨ k + g ɨ ɲ		1040	21.311225	99.557550	
493	31_hair	None	ChaYeQing	Cha Ye Qing	hɨk ken	hɨk ken	h ɨ k + k e n		1040	24.305717	98.463661	
494	31_hair	None	GuangKa	Guang Ka	hɨk ken	hɨk ken	h ɨ k + k e n	ruma1248	1040	24.065714	97.796281	
495	31_hair	None	MangBang	Mang Bang	hɨkkən	hɨkkən	h ɨ kk ə n	ruma1248	1040	24.416392	98.399078	
496	31_hair	None	NanSang	Nan Sang	hɨkkən	hɨkkən	h ɨ kk ə n	ruma1248	1040	24.019728	97.819736	
497	32_eye	None	NamHsan	Namhsan	ŋaːj	ŋaːj	ŋ aː j		1248	22.965064	97.163239	
498	32_eye	None	KhunHawt	Khun Hawt	ŋaːj	ŋaːj	ŋ aː j		1248	22.965064	97.163239	
499	32_eye	None	HtanHsan	Htan Hsan	ŋaːj	ŋaːj	ŋ aː j		1248	22.675133	97.289942	
500	32_eye	None	PangKham	Pangkham	bleː ŋaːj	bleː ŋaːj	b l eː + ŋ aː j		1248	22.672097	97.161167	
501	32_eye	None	ManLoi	Man Loi	bleː ŋaːj	bleː ŋaːj	b l eː + ŋ aː j		1248	22.636019	97.139264	
502	32_eye	None	MengDan	Meng Dan	ŋaːj	ŋaːj	ŋ aː j	khan1274	1248	24.296522	98.379886	
503	32_eye	None	ChuDongGua	Chu Dong Gua	ŋaːj	ŋaːj	ŋ aː j		1248	24.330889	98.393125	
504	32_eye	None	XiangZhaiTang	Xiang Zhai Tang	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1248	24.323819	98.556639	
505	32_eye	None	PongNuea	Pong Nuea	ŋaːj	ŋaːj	ŋ aː j		1248	20.321525	99.866817	
506	32_eye	None	NyaungGone	Nyaung Gone	ŋaj	ŋaj	ŋ a j		1248	20.635025	96.545772	
507	32_eye	None	NoeLae	Noe Lae	ŋaj	ŋaj	ŋ a j		1248	19.941803	99.044742	
508	32_eye	None	BanPaw	Ban Paw	ŋaj	ŋaj	ŋ a j		1248	21.311225	99.557550	
509	32_eye	None	ChaYeQing	Cha Ye Qing	ŋaːj	ŋaːj	ŋ aː j		1248	24.305717	98.463661	
510	32_eye	None	GuangKa	Guang Ka	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1248	24.065714	97.796281	
511	32_eye	None	MangBang	Mang Bang	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1248	24.416392	98.399078	
512	32_eye	None	NanSang	Nan Sang	ŋaːj	ŋaːj	ŋ aː j	ruma1248	1248	24.019728	97.819736	
513	33_nose	None	NamHsan	Namhsan	kɔŋmuh	kɔŋmuh	k ɔ ŋ m u h		1221	22.965064	97.163239	
514	33_nose	None	KhunHawt	Khun Hawt	kɔŋmur̥	kɔŋmur̥	k ɔ ŋ m u r̥		1221	22.965064	97.163239	
515	33_nose	None	HtanHsan	Htan Hsan	kɔŋmuh	kɔŋmuh	k ɔ ŋ m u h		1221	22.675133	97.289942	
516	33_nose	None	PangKham	Pangkham	ɡɔŋmuh	ɡɔŋmuh	g ɔ ŋ m u h		1221	22.672097	97.161167	
517	33_nose	None	ManLoi	Man Loi	ɡɔŋmuh	ɡɔŋmuh	g ɔ ŋ m u h		1221	22.636019	97.139264	
518	33_nose	None	MengDan	Meng Dan	ʔamujh	ʔamujh	ʔ a m u j̊	khan1274	1221	24.296522	98.379886	
519	33_nose	None	ChuDongGua	Chu Dong Gua	mujh	mujh	m u j̊		1221	24.330889	98.393125	
520	33_nose	None	XiangZhaiTang	Xiang Zhai Tang	ɡuŋmuh	ɡuŋmuh	g u ŋ m u h	ruma1248	1221	24.323819	98.556639	
521	33_nose	None	PongNuea	Pong Nuea	ɡuŋmuh	ɡuŋmuh	g u ŋ m u h		1221	20.321525	99.866817	
522	33_nose	None	NyaungGone	Nyaung Gone	ɡumuh	ɡumuh	g u m u h		1221	20.635025	96.545772	
523	33_nose	None	NoeLae	Noe Lae	ɡoŋmuh	ɡoŋmuh	g o ŋ m u h		1221	19.941803	99.044742	
524	33_nose	None	BanPaw	Ban Paw	ɡuŋmuh	ɡuŋmuh	g u ŋ m u h		1221	21.311225	99.557550	
525	33_nose	None	ChaYeQing	Cha Ye Qing	kadoŋmuh	kadoŋmuh	k a d o ŋ m u h		1221	24.305717	98.463661	
526	33_nose	None	GuangKa	Guang Ka	kaduŋ muh	kaduŋ muh	k a d u ŋ + m u h	ruma1248	1221	24.065714	97.796281	
527	33_nose	None	MangBang	Mang Bang	kadɔŋ muh	kadɔŋ muh	k a d ɔ ŋ + m u h	ruma1248	1221	24.416392	98.399078	
528	33_nose	None	NanSang	Nan Sang	kaduŋmuh	kaduŋmuh	k a d u ŋ m u h	ruma1248	1221	24.019728	97.819736	
529	34_ear	None	NamHsan	Namhsan	lajʨhɔːɁ	lajʨhɔːɁ	l a j ʨʰ ɔː ʔ		1247	22.965064	97.163239	
530	34_ear	None	KhunHawt	Khun Hawt	ralaŋ	ralaŋ	r a l a ŋ		1247	22.965064	97.163239	
531	34_ear	None	HtanHsan	Htan Hsan	lalaŋ	lalaŋ	l a l a ŋ		1247	22.675133	97.289942	
532	34_ear	None	PangKham	Pangkham	j̊ok	j̊ok	j̊ o k		1247	22.672097	97.161167	
533	34_ear	None	ManLoi	Man Loi	lɛːj̊ok	lɛːj̊ok	l ɛː j̊ o k		1247	22.636019	97.139264	
534	34_ear	None	MengDan	Meng Dan	j̊ok	j̊ok	j̊ o k	khan1274	1247	24.296522	98.379886	
535	34_ear	None	ChuDongGua	Chu Dong Gua	j̊o?	j̊o?	j̊ o ʔ		1247	24.330889	98.393125	
536	34_ear	None	XiangZhaiTang	Xiang Zhai Tang	j̊auɁ	j̊auɁ	j̊ a u ʔ	ruma1248	1247	24.323819	98.556639	
537	34_ear	None	PongNuea	Pong Nuea	jaj̊auɁ	jaj̊auɁ	j a j̊ a u ʔ		1247	20.321525	99.866817	
538	34_ear	None	NyaungGone	Nyaung Gone	j̊ouʔ	j̊ouʔ	j̊ o u ʔ		1247	20.635025	96.545772	
539	34_ear	None	NoeLae	Noe Lae	Ɂaj̊ouʔ	Ɂaj̊ouʔ	ʔ a j̊ o u ʔ		1247	19.941803	99.044742	
540	34_ear	None	BanPaw	Ban Paw	Ɂaj̊ouɁ	Ɂaj̊ouɁ	ʔ a j̊ o u ʔ		1247	21.311225	99.557550	
541	34_ear	None	ChaYeQing	Cha Ye Qing	ʨhok	ʨhok	ʨʰ o k		1247	24.305717	98.463661	
542	34_ear	None	GuangKa	Guang Ka	ʨhok	ʨhok	ʨʰ o k	ruma1248	1247	24.065714	97.796281	
543	34_ear	None	MangBang	Mang Bang	laʨhok	laʨhok	l a ʨʰ o k	ruma1248	1247	24.416392	98.399078	
544	34_ear	None	NanSang	Nan Sang	ʨhok	ʨhok	ʨʰ o k	ruma1248	1247	24.019728	97.819736	
545	35_mouth	None	NamHsan	Namhsan	moːɁ	moːɁ	m oː ʔ		674	22.965064	97.163239	
546	35_mouth	None	KhunHawt	Khun Hawt	mur̥	mur̥	m u r̥		674	22.965064	97.163239	
547	35_mouth	None	HtanHsan	Htan Hsan	mur̥	mur̥	m u r̥		674	22.675133	97.289942	
548	35_mouth	None	PangKham	Pangkham	muaɁ	muaɁ	m u a ʔ		674	22.672097	97.161167	
549	35_mouth	None	ManLoi	Man Loi	muaɁ	muaɁ	m u a ʔ		674	22.636019	97.139264	
550	35_mouth	None	MengDan	Meng Dan	mojɁ	mojɁ	m o j ʔ	khan1274	674	24.296522	98.379886	
551	35_mouth	None	ChuDongGua	Chu Dong Gua	mojɁ	mojɁ	m o j ʔ		674	24.330889	98.393125	
552	35_mouth	None	XiangZhaiTang	Xiang Zhai Tang	mojɁ	mojɁ	m o j ʔ	ruma1248	674	24.323819	98.556639	
553	35_mouth	None	PongNuea	Pong Nuea	moːc	moːc	m oː c		674	20.321525	99.866817	
554	35_mouth	None	NyaungGone	Nyaung Gone	moc	moc	m o c		674	20.635025	96.545772	
555	35_mouth	None	NoeLae	Noe Lae	moc	moc	m o c		674	19.941803	99.044742	
556	35_mouth	None	BanPaw	Ban Paw	mot	mot	m o t		674	21.311225	99.557550	
557	35_mouth	None	ChaYeQing	Cha Ye Qing	mojʔ	mojʔ	m o j ʔ		674	24.305717	98.463661	
558	35_mouth	None	GuangKa	Guang Ka	mojʔ	mojʔ	m o j ʔ	ruma1248	674	24.065714	97.796281	
559	35_mouth	None	MangBang	Mang Bang	mojʔ	mojʔ	m o j ʔ	ruma1248	674	24.416392	98.399078	
560	35_mouth	None	NanSang	Nan Sang	mojɁ	mojɁ	m o j ʔ	ruma1248	674	24.019728	97.819736	
561	36_tongue	None	NamHsan	Namhsan	kәrɗaɁ	kәrɗaɁ	k ə r ɗ a ʔ		1205	22.965064	97.163239	
562	36_tongue	None	KhunHawt	Khun Hawt	kәrɗaɁ	kәrɗaɁ	k ə r ɗ a ʔ		1205	22.965064	97.163239	
563	36_tongue	None	HtanHsan	Htan Hsan	kәrɗaɁ	kәrɗaɁ	k ə r ɗ a ʔ		1205	22.675133	97.289942	
564	36_tongue	None	PangKham	Pangkham	kaɗaɁ	kaɗaɁ	k a ɗ a ʔ		1205	22.672097	97.161167	
565	36_tongue	None	ManLoi	Man Loi	kaɗaɁ	kaɗaɁ	k a ɗ a ʔ		1205	22.636019	97.139264	
566	36_tongue	None	MengDan	Meng Dan	kədɛʔ	kədɛʔ	k ə d ɛ ʔ	khan1274	1205	24.296522	98.379886	
567	36_tongue	None	ChuDongGua	Chu Dong Gua	kaɗaʔ	kaɗaʔ	k a ɗ a ʔ		1205	24.330889	98.393125	
568	36_tongue	None	XiangZhaiTang	Xiang Zhai Tang	sɨdaʔ	sɨdaʔ	s ɨ d a ʔ	ruma1248	1205	24.323819	98.556639	
569	36_tongue	None	PongNuea	Pong Nuea	sadaɁ	sadaɁ	s a d a ʔ		1205	20.321525	99.866817	
570	36_tongue	None	NyaungGone	Nyaung Gone	sadăʔ	sadăʔ	s a d ă ʔ		1205	20.635025	96.545772	
571	36_tongue	None	NoeLae	Noe Lae	sadăɁ	sadăɁ	s a d ă ʔ		1205	19.941803	99.044742	
572	36_tongue	None	BanPaw	Ban Paw	sɨdăʔ	sɨdăʔ	s ɨ d ă ʔ		1205	21.311225	99.557550	
573	36_tongue	None	ChaYeQing	Cha Ye Qing	khadaʔ	khadaʔ	kʰ a d a ʔ		1205	24.305717	98.463661	
574	36_tongue	None	GuangKa	Guang Ka	sataɁ	sataɁ	s a t a ʔ	ruma1248	1205	24.065714	97.796281	
575	36_tongue	None	MangBang	Mang Bang	sətaːɁ	sətaːɁ	s ə t aː ʔ	ruma1248	1205	24.416392	98.399078	
576	36_tongue	None	NanSang	Nan Sang	sataɁ	sataɁ	s a t a ʔ	ruma1248	1205	24.019728	97.819736	
577	37_tooth	None	NamHsan	Namhsan	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1380	22.965064	97.163239	
578	37_tooth	None	KhunHawt	Khun Hawt	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1380	22.965064	97.163239	
579	37_tooth	None	HtanHsan	Htan Hsan	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1380	22.675133	97.289942	
580	37_tooth	None	PangKham	Pangkham	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1380	22.672097	97.161167	
581	37_tooth	None	ManLoi	Man Loi	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1380	22.636019	97.139264	
582	37_tooth	None	MengDan	Meng Dan	r̥ɛːŋ	r̥ɛːŋ	r̥ ɛː ŋ	khan1274	1380	24.296522	98.379886	
583	37_tooth	None	ChuDongGua	Chu Dong Gua	ʂaːŋ	ʂaːŋ	ʂ aː ŋ		1380	24.330889	98.393125	
584	37_tooth	None	XiangZhaiTang	Xiang Zhai Tang	r̥aːŋ	r̥aːŋ	r̥ aː ŋ	ruma1248	1380	24.323819	98.556639	
585	37_tooth	None	PongNuea	Pong Nuea	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1380	20.321525	99.866817	
586	37_tooth	None	NyaungGone	Nyaung Gone	r̥ak	r̥ak	r̥ a k		1380	20.635025	96.545772	
587	37_tooth	None	NoeLae	Noe Lae	r̥aŋ	r̥aŋ	r̥ a ŋ		1380	19.941803	99.044742	
588	37_tooth	None	BanPaw	Ban Paw	r̥aŋ	r̥aŋ	r̥ a ŋ		1380	21.311225	99.557550	
589	37_tooth	None	ChaYeQing	Cha Ye Qing	xaːŋ	xaːŋ	x aː ŋ		1380	24.305717	98.463661	
590	37_tooth	None	GuangKa	Guang Ka	ᶊaːŋ	ᶊaːŋ	sʲ aː ŋ	ruma1248	1380	24.065714	97.796281	
591	37_tooth	None	MangBang	Mang Bang	xaːŋ	xaːŋ	x aː ŋ	ruma1248	1380	24.416392	98.399078	
592	37_tooth	None	NanSang	Nan Sang	xaːŋ	xaːŋ	x aː ŋ	ruma1248	1380	24.019728	97.819736	
593	38_abdomen	None	NamHsan	Namhsan	vɛɁ	vɛɁ	v ɛ ʔ		1251	22.965064	97.163239	
594	38_abdomen	None	KhunHawt	Khun Hawt	vac	vac	v a c		1251	22.965064	97.163239	
595	38_abdomen	None	HtanHsan	Htan Hsan	vaic	vaic	v a i c		1251	22.675133	97.289942	
596	38_abdomen	None	PangKham	Pangkham	waɁ	waɁ	w a ʔ		1251	22.672097	97.161167	
597	38_abdomen	None	ManLoi	Man Loi	vaiɁ	vaiɁ	v a i ʔ		1251	22.636019	97.139264	
598	38_abdomen	None	MengDan	Meng Dan	veʔ	veʔ	v e ʔ	khan1274	1251	24.296522	98.379886	
599	38_abdomen	None	ChuDongGua	Chu Dong Gua	vɛʔ	vɛʔ	v ɛ ʔ		1251	24.330889	98.393125	
600	38_abdomen	None	XiangZhaiTang	Xiang Zhai Tang	vac	vac	v a c	ruma1248	1251	24.323819	98.556639	
601	38_abdomen	None	PongNuea	Pong Nuea	vaic	vaic	v a i c		1251	20.321525	99.866817	
602	38_abdomen	None	NyaungGone	Nyaung Gone	văt	văt	v ă t		1251	20.635025	96.545772	
603	38_abdomen	None	NoeLae	Noe Lae	văc	văc	v ă c		1251	19.941803	99.044742	
604	38_abdomen	None	BanPaw	Ban Paw	văt	văt	v ă t		1251	21.311225	99.557550	
605	38_abdomen	None	ChaYeQing	Cha Ye Qing	vat	vat	v a t		1251	24.305717	98.463661	
606	38_abdomen	None	GuangKa	Guang Ka	vat	vat	v a t	ruma1248	1251	24.065714	97.796281	
607	38_abdomen	None	MangBang	Mang Bang	vat	vat	v a t	ruma1248	1251	24.416392	98.399078	
608	38_abdomen	None	NanSang	Nan Sang	vat	vat	v a t	ruma1248	1251	24.019728	97.819736	
609	39_heart	None	NamHsan	Namhsan	ble phәːm	ble phәːm	b l e + pʰ əː m		1223	22.965064	97.163239	
610	39_heart	None	KhunHawt	Khun Hawt	blej phә:m	blej phә:m	b l e j + pʰ əː m		1223	22.965064	97.163239	
611	39_heart	None	HtanHsan	Htan Hsan	blej phәːm	blej phәːm	b l e j + pʰ əː m		1223	22.675133	97.289942	
612	39_heart	None	PangKham	Pangkham	bleː phәːm	bleː phәːm	b l eː + pʰ əː m		1223	22.672097	97.161167	
613	39_heart	None	ManLoi	Man Loi	bleː phәːm	bleː phәːm	b l eː + pʰ əː m		1223	22.636019	97.139264	
614	39_heart	None	MengDan	Meng Dan	bli nɔjh	bli nɔjh	b l i + n ɔ j̊	khan1274	1223	24.296522	98.379886	
615	39_heart	None	ChuDongGua	Chu Dong Gua	nɔːj	nɔːj	n ɔː j		1223	24.330889	98.393125	
616	39_heart	None	XiangZhaiTang	Xiang Zhai Tang	blejnɔx	blejnɔx	b l e j n ɔ x	ruma1248	1223	24.323819	98.556639	
617	39_heart	None	PongNuea	Pong Nuea	berɔː	berɔː	b e r ɔː		1223	20.321525	99.866817	
618	39_heart	None	NoeLae	Noe Lae	baraw	baraw	b a r a w		1223	19.941803	99.044742	
619	39_heart	None	BanPaw	Ban Paw	mahujə	mahujə	m a h u j ə		1223	21.311225	99.557550	
620	39_heart	None	ChaYeQing	Cha Ye Qing	blɔːjnɔh	blɔːjnɔh	b l ɔː j n ɔ h		1223	24.305717	98.463661	
621	39_heart	None	GuangKa	Guang Ka	poŋ kənɔh	poŋ kənɔh	p o ŋ + k ə n ɔ h	ruma1248	1223	24.065714	97.796281	
622	39_heart	None	MangBang	Mang Bang	kənɔh	kənɔh	k ə n ɔ h	ruma1248	1223	24.416392	98.399078	
623	39_heart	None	NanSang	Nan Sang	poŋkanɔh	poŋkanɔh	p o ŋ k a n ɔ h	ruma1248	1223	24.019728	97.819736	
624	40_liver	None	NamHsan	Namhsan	kәrɗɔːm	kәrɗɔːm	k ə r ɗ ɔː m		1224	22.965064	97.163239	
625	40_liver	None	KhunHawt	Khun Hawt	kaɗoːm	kaɗoːm	k a ɗ oː m		1224	22.965064	97.163239	
626	40_liver	None	HtanHsan	Htan Hsan	kaɗoːm, ɗap	kaɗoːm	k a ɗ oː m		1224	22.675133	97.289942	
627	40_liver	None	PangKham	Pangkham	kaɗɔːm	kaɗɔːm	k a ɗ ɔː m		1224	22.672097	97.161167	
628	40_liver	None	ManLoi	Man Loi	khaɗɔːm	khaɗɔːm	kʰ a ɗ ɔː m		1224	22.636019	97.139264	
629	40_liver	None	MengDan	Meng Dan	kəɗɔːm	kəɗɔːm	k ə ɗ ɔː m	khan1274	1224	24.296522	98.379886	
630	40_liver	None	ChuDongGua	Chu Dong Gua	kaɗɔːm	kaɗɔːm	k a ɗ ɔː m		1224	24.330889	98.393125	
631	40_liver	None	XiangZhaiTang	Xiang Zhai Tang	kadoːm	kadoːm	k a d oː m	ruma1248	1224	24.323819	98.556639	
632	40_liver	None	PongNuea	Pong Nuea	kadoːm	kadoːm	k a d oː m		1224	20.321525	99.866817	
633	40_liver	None	NyaungGone	Nyaung Gone	kadom	kadom	k a d o m		1224	20.635025	96.545772	
634	40_liver	None	NoeLae	Noe Lae	kadom	kadom	k a d o m		1224	19.941803	99.044742	
635	40_liver	None	BanPaw	Ban Paw	kadom	kadom	k a d o m		1224	21.311225	99.557550	
636	40_liver	None	ChaYeQing	Cha Ye Qing	kadoːm	kadoːm	k a d oː m		1224	24.305717	98.463661	
637	40_liver	None	GuangKa	Guang Ka	katɔːm	katɔːm	k a t ɔː m	ruma1248	1224	24.065714	97.796281	
638	40_liver	None	MangBang	Mang Bang	katɔːm	katɔːm	k a t ɔː m	ruma1248	1224	24.416392	98.399078	
639	41_intestines	None	MengDan	Meng Dan	rɔːn ʔiar	rɔːn ʔiar	r ɔː n + ʔ i a r	khan1274	1991	24.296522	98.379886	
640	41_intestines	None	ChuDongGua	Chu Dong Gua	rɔːn	rɔːn	r ɔː n		1991	24.330889	98.393125	
641	41_intestines	None	XiangZhaiTang	Xiang Zhai Tang	vac	vac	v a c	ruma1248	1991	24.323819	98.556639	
642	41_intestines	None	PongNuea	Pong Nuea	ɲɔŋ vaic	ɲɔŋ vaic	ɲ ɔ ŋ + v a i c		1991	20.321525	99.866817	
643	41_intestines	None	NyaungGone	Nyaung Gone	ɲɔŋ vat	ɲɔŋ vat	ɲ ɔ ŋ + v a t		1991	20.635025	96.545772	
644	41_intestines	None	NoeLae	Noe Lae	ɲɔŋ vac	ɲɔŋ vac	ɲ ɔ ŋ + v a c		1991	19.941803	99.044742	
645	41_intestines	None	BanPaw	Ban Paw	ɲɔŋ văt	ɲɔŋ văt	ɲ ɔ ŋ + v ă t		1991	21.311225	99.557550	
646	41_intestines	None	ChaYeQing	Cha Ye Qing	khəɣan	khəɣan	kʰ ə ɣ a n		1991	24.305717	98.463661	
647	41_intestines	None	MangBang	Mang Bang	sɔnvat	sɔnvat	s ɔ n v a t	ruma1248	1991	24.416392	98.399078	
648	41_intestines	None	NanSang	Nan Sang	sɔnvat	sɔnvat	s ɔ n v a t	ruma1248	1991	24.019728	97.819736	
649	42_hand	None	NamHsan	Namhsan	ɗiː	ɗiː	ɗ iː		1277	22.965064	97.163239	
650	42_hand	None	KhunHawt	Khun Hawt	ɗi:	ɗi:	ɗ iː		1277	22.965064	97.163239	
651	42_hand	None	HtanHsan	Htan Hsan	ɗiː	ɗiː	ɗ iː		1277	22.675133	97.289942	
652	42_hand	None	PangKham	Pangkham	ɗaj	ɗaj	ɗ a j		1277	22.672097	97.161167	
653	42_hand	None	ManLoi	Man Loi	ɗaj	ɗaj	ɗ a j		1277	22.636019	97.139264	
654	42_hand	None	MengDan	Meng Dan	ɗaj	ɗaj	ɗ a j	khan1274	1277	24.296522	98.379886	
655	42_hand	None	ChuDongGua	Chu Dong Gua	ɗaj	ɗaj	ɗ a j		1277	24.330889	98.393125	
656	42_hand	None	XiangZhaiTang	Xiang Zhai Tang	dɛː	dɛː	d ɛː	ruma1248	1277	24.323819	98.556639	
657	42_hand	None	PongNuea	Pong Nuea	dɛː	dɛː	d ɛː		1277	20.321525	99.866817	
658	42_hand	None	NyaungGone	Nyaung Gone	dɛ	dɛ	d ɛ		1277	20.635025	96.545772	
659	42_hand	None	NoeLae	Noe Lae	dɛ	dɛ	d ɛ		1277	19.941803	99.044742	
660	42_hand	None	BanPaw	Ban Paw	dɛ	dɛ	d ɛ		1277	21.311225	99.557550	
661	42_hand	None	ChaYeQing	Cha Ye Qing	ɗaj	ɗaj	ɗ a j		1277	24.305717	98.463661	
662	42_hand	None	GuangKa	Guang Ka	taj	taj	t a j	ruma1248	1277	24.065714	97.796281	
663	42_hand	None	MangBang	Mang Bang	taj	taj	t a j	ruma1248	1277	24.416392	98.399078	
664	42_hand	None	NanSang	Nan Sang	taiɁ	taiɁ	t a i ʔ	ruma1248	1277	24.019728	97.819736	
665	43_nail	None	NamHsan	Namhsan	rәnim	rәnim	r ə n i m		502	22.965064	97.163239	
666	43_nail	None	KhunHawt	Khun Hawt	rәnimɗiː	rәnimɗiː	r ə n i m ɗ iː		502	22.965064	97.163239	
667	43_nail	None	HtanHsan	Htan Hsan	rәnhim	rәnhim	r ə nh i m		502	22.675133	97.289942	
668	43_nail	None	PangKham	Pangkham	ʔahim	ʔahim	ʔ a h i m		502	22.672097	97.161167	
669	43_nail	None	ManLoi	Man Loi	ʔahim	ʔahim	ʔ a h i m		502	22.636019	97.139264	
670	43_nail	None	MengDan	Meng Dan	ʔahim	ʔahim	ʔ a h i m	khan1274	502	24.296522	98.379886	
671	43_nail	None	ChuDongGua	Chu Dong Gua	ʔahim	ʔahim	ʔ a h i m		502	24.330889	98.393125	
672	43_nail	None	XiangZhaiTang	Xiang Zhai Tang	ŋhiːm	ŋhiːm	ŋh iː m	ruma1248	502	24.323819	98.556639	
673	43_nail	None	PongNuea	Pong Nuea	ŋhiːm	ŋhiːm	ŋh iː m		502	20.321525	99.866817	
674	43_nail	None	NyaungGone	Nyaung Gone	ŋ him	ŋ him	ŋ + h i m		502	20.635025	96.545772	
675	43_nail	None	NoeLae	Noe Lae	ŋ him	ŋ him	ŋ + h i m		502	19.941803	99.044742	
676	43_nail	None	BanPaw	Ban Paw	ŋ him	ŋ him	ŋ + h i m		502	21.311225	99.557550	
677	43_nail	None	ChaYeQing	Cha Ye Qing	khiːm	khiːm	kʰ iː m		502	24.305717	98.463661	
678	43_nail	None	GuangKa	Guang Ka	khiːm	khiːm	kʰ iː m	ruma1248	502	24.065714	97.796281	
679	43_nail	None	MangBang	Mang Bang	khiːm	khiːm	kʰ iː m	ruma1248	502	24.416392	98.399078	
680	43_nail	None	NanSang	Nan Sang	kiːm	kiːm	k iː m	ruma1248	502	24.019728	97.819736	
681	44_foot	None	NamHsan	Namhsan	ʥәŋ	ʥәŋ	dʑ ə ŋ		1301	22.965064	97.163239	
682	44_foot	None	KhunHawt	Khun Hawt	ʥәːŋ	ʥәːŋ	dʑ əː ŋ		1301	22.965064	97.163239	
683	44_foot	None	HtanHsan	Htan Hsan	ʥәːŋ	ʥәːŋ	dʑ əː ŋ		1301	22.675133	97.289942	
684	44_foot	None	PangKham	Pangkham	ʨeŋ	ʨeŋ	tɕ e ŋ		1301	22.672097	97.161167	
685	44_foot	None	ManLoi	Man Loi	ʨeːŋ	ʨeːŋ	tɕ eː ŋ		1301	22.636019	97.139264	
686	44_foot	None	MengDan	Meng Dan	ʨəŋ	ʨəŋ	tɕ ə ŋ	khan1274	1301	24.296522	98.379886	
687	44_foot	None	ChuDongGua	Chu Dong Gua	ʥəŋ	ʥəŋ	dʑ ə ŋ		1301	24.330889	98.393125	
688	44_foot	None	XiangZhaiTang	Xiang Zhai Tang	ʨeːn	ʨeːn	tɕ eː n	ruma1248	1301	24.323819	98.556639	
