ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
225	15_leaf	None	NamHsan	Namhsan	l̥a:	l̥a:	l̥ aː		628	22.965064	97.163239	
226	15_leaf	None	KhunHawt	Khun Hawt	l̥aː heːj	l̥aː heːj	l̥ aː + h eː j		628	22.965064	97.163239	
227	15_leaf	None	HtanHsan	Htan Hsan	l̥aː	l̥aː	l̥ aː		628	22.675133	97.289942	
228	15_leaf	None	PangKham	Pangkham	l̥aː	l̥aː	l̥ aː		628	22.672097	97.161167	
229	15_leaf	None	ManLoi	Man Loi	l̥ɛː	l̥ɛː	l̥ ɛː		628	22.636019	97.139264	
230	15_leaf	None	MengDan	Meng Dan	l̥ɛː hi	l̥ɛː hi	l̥ ɛː + h i	khan1274	628	24.296522	98.379886	
231	15_leaf	None	ChuDongGua	Chu Dong Gua	l̥aː hiː	l̥aː hiː	l̥ aː + h iː		628	24.330889	98.393125	
232	15_leaf	None	XiangZhaiTang	Xiang Zhai Tang	l̥aː	l̥aː	l̥ aː	ruma1248	628	24.323819	98.556639	
233	15_leaf	None	PongNuea	Pong Nuea	l̥ɛa	l̥ɛa	l̥ ɛ a		628	20.321525	99.866817	
234	15_leaf	None	NyaungGone	Nyaung Gone	l̥a	l̥a	l̥ a		628	20.635025	96.545772	
235	15_leaf	None	NoeLae	Noe Lae	l̥a	l̥a	l̥ a		628	19.941803	99.044742	
236	15_leaf	None	BanPaw	Ban Paw	l̥a	l̥a	l̥ a		628	21.311225	99.557550	
237	15_leaf	None	ChaYeQing	Cha Ye Qing	l̥aː	l̥aː	l̥ aː		628	24.305717	98.463661	
238	15_leaf	None	GuangKa	Guang Ka	l̥aː hɔːj	l̥aː hɔːj	l̥ aː + h ɔː j	ruma1248	628	24.065714	97.796281	
239	15_leaf	None	MangBang	Mang Bang	l̥aː hɔːj	l̥aː hɔːj	l̥ aː + h ɔː j	ruma1248	628	24.416392	98.399078	
240	15_leaf	None	NanSang	Nan Sang	l̥aː	l̥aː	l̥ aː	ruma1248	628	24.019728	97.819736	
241	16_flower	None	NamHsan	Namhsan	ɓoh	ɓoh	ɓ o h		239	22.965064	97.163239	
242	16_flower	None	KhunHawt	Khun Hawt	ɓoh	ɓoh	ɓ o h		239	22.965064	97.163239	
243	16_flower	None	HtanHsan	Htan Hsan	ɓoh	ɓoh	ɓ o h		239	22.675133	97.289942	
244	16_flower	None	PangKham	Pangkham	boh	boh	b o h		239	22.672097	97.161167	
245	16_flower	None	ManLoi	Man Loi	ɓoh	ɓoh	ɓ o h		239	22.636019	97.139264	
246	16_flower	None	MengDan	Meng Dan	ɓoh	ɓoh	ɓ o h	khan1274	239	24.296522	98.379886	
247	16_flower	None	ChuDongGua	Chu Dong Gua	ɓoh	ɓoh	ɓ o h		239	24.330889	98.393125	
248	16_flower	None	XiangZhaiTang	Xiang Zhai Tang	boh	boh	b o h	ruma1248	239	24.323819	98.556639	
249	16_flower	None	PongNuea	Pong Nuea	bouh	bouh	b o u h		239	20.321525	99.866817	
250	16_flower	None	NyaungGone	Nyaung Gone	bouh	bouh	b o u h		239	20.635025	96.545772	
251	16_flower	None	NoeLae	Noe Lae	bouh	bouh	b o u h		239	19.941803	99.044742	
252	16_flower	None	BanPaw	Ban Paw	bouh	bouh	b o u h		239	21.311225	99.557550	
253	16_flower	None	ChaYeQing	Cha Ye Qing	box	box	b o x		239	24.305717	98.463661	
254	16_flower	None	GuangKa	Guang Ka	poh	poh	p o h	ruma1248	239	24.065714	97.796281	
255	16_flower	None	MangBang	Mang Bang	poh	poh	p o h	ruma1248	239	24.416392	98.399078	
256	16_flower	None	NanSang	Nan Sang	poh	poh	p o h	ruma1248	239	24.019728	97.819736	
257	17_fruit	None	NamHsan	Namhsan	ɓleː	ɓleː	ɓ l eː		1507	22.965064	97.163239	
258	17_fruit	None	KhunHawt	Khun Hawt	plej	plej	p l e j		1507	22.965064	97.163239	
259	17_fruit	None	HtanHsan	Htan Hsan	ɓlej	ɓlej	ɓ l e j		1507	22.675133	97.289942	
260	17_fruit	None	PangKham	Pangkham	bleː	bleː	b l eː		1507	22.672097	97.161167	
261	17_fruit	None	ManLoi	Man Loi	blej	blej	b l e j		1507	22.636019	97.139264	
262	17_fruit	None	MengDan	Meng Dan	bliː	bliː	b l iː	khan1274	1507	24.296522	98.379886	
263	17_fruit	None	ChuDongGua	Chu Dong Gua	ɓliː	ɓliː	ɓ l iː		1507	24.330889	98.393125	
264	17_fruit	None	XiangZhaiTang	Xiang Zhai Tang	blej	blej	b l e j	ruma1248	1507	24.323819	98.556639	
265	17_fruit	None	PongNuea	Pong Nuea	blej	blej	b l e j		1507	20.321525	99.866817	
266	17_fruit	None	NyaungGone	Nyaung Gone	ble	ble	b l e		1507	20.635025	96.545772	
267	17_fruit	None	NoeLae	Noe Lae	ble	ble	b l e		1507	19.941803	99.044742	
268	17_fruit	None	BanPaw	Ban Paw	ble	ble	b l e		1507	21.311225	99.557550	
269	17_fruit	None	ChaYeQing	Cha Ye Qing	ɓlɔːj	ɓlɔːj	ɓ l ɔː j		1507	24.305717	98.463661	
270	17_fruit	None	GuangKa	Guang Ka	plɔːj	plɔːj	p l ɔː j	ruma1248	1507	24.065714	97.796281	
271	17_fruit	None	MangBang	Mang Bang	plɔːj	plɔːj	p l ɔː j	ruma1248	1507	24.416392	98.399078	
272	17_fruit	None	NanSang	Nan Sang	plɔːj	plɔːj	p l ɔː j	ruma1248	1507	24.019728	97.819736	
273	18_grass	None	NamHsan	Namhsan	kәrbaːn	kәrbaːn	k ə r b aː n		606	22.965064	97.163239	
274	18_grass	None	KhunHawt	Khun Hawt	kәrbaːn	kәrbaːn	k ə r b aː n		606	22.965064	97.163239	
275	18_grass	None	HtanHsan	Htan Hsan	brej	brej	b r e j		606	22.675133	97.289942	
276	18_grass	None	PangKham	Pangkham	praj	praj	p r a j		606	22.672097	97.161167	
277	18_grass	None	ManLoi	Man Loi	praj	praj	p r a j		606	22.636019	97.139264	
278	18_grass	None	MengDan	Meng Dan	praj	praj	p r a j	khan1274	606	24.296522	98.379886	
279	18_grass	None	ChuDongGua	Chu Dong Gua	ɓrai	ɓrai	ɓ r a i		606	24.330889	98.393125	
280	18_grass	None	XiangZhaiTang	Xiang Zhai Tang	pət	pət	p ə t	ruma1248	606	24.323819	98.556639	
281	18_grass	None	PongNuea	Pong Nuea	pət	pət	p ə t		606	20.321525	99.866817	
282	18_grass	None	NyaungGone	Nyaung Gone	pə̆t	pə̆t	p ə̆ t		606	20.635025	96.545772	
283	18_grass	None	NoeLae	Noe Lae	pə̆t	pə̆t	p ə̆ t		606	19.941803	99.044742	
284	18_grass	None	BanPaw	Ban Paw	pə̆t	pə̆t	p ə̆ t		606	21.311225	99.557550	
285	18_grass	None	ChaYeQing	Cha Ye Qing	bjai	bjai	b j a i		606	24.305717	98.463661	
286	18_grass	None	GuangKa	Guang Ka	bat	bat	b a t	ruma1248	606	24.065714	97.796281	
287	18_grass	None	MangBang	Mang Bang	bət	bət	b ə t	ruma1248	606	24.416392	98.399078	
288	18_grass	None	NanSang	Nan Sang	bat	bat	b a t	ruma1248	606	24.019728	97.819736	
289	19_salty	None	NamHsan	Namhsan	ʨɛːm	ʨɛːm	tɕ ɛː m		1091	22.965064	97.163239	
290	19_salty	None	KhunHawt	Khun Hawt	saŋ	saŋ	s a ŋ		1091	22.965064	97.163239	
291	19_salty	None	HtanHsan	Htan Hsan	sɔɁ saŋ	sɔɁ saŋ	s ɔ ʔ + s a ŋ		1091	22.675133	97.289942	
292	19_salty	None	PangKham	Pangkham	jɛːm	jɛːm	j ɛː m		1091	22.672097	97.161167	
293	19_salty	None	ManLoi	Man Loi	sɛɁ saŋ	sɛɁ saŋ	s ɛ ʔ + s a ŋ		1091	22.636019	97.139264	
294	19_salty	None	MengDan	Meng Dan	saŋ	saŋ	s a ŋ	khan1274	1091	24.296522	98.379886	
295	19_salty	None	ChuDongGua	Chu Dong Gua	ʨeːm	ʨeːm	tɕ eː m		1091	24.330889	98.393125	
296	19_salty	None	XiangZhaiTang	Xiang Zhai Tang	sɛɁsɔŋ	sɛɁsɔŋ	s ɛ ʔs ɔ ŋ	ruma1248	1091	24.323819	98.556639	
297	19_salty	None	PongNuea	Pong Nuea	sɔŋ	sɔŋ	s ɔ ŋ		1091	20.321525	99.866817	
298	19_salty	None	NyaungGone	Nyaung Gone	sɔk	sɔk	s ɔ k		1091	20.635025	96.545772	
299	19_salty	None	NoeLae	Noe Lae	sɔŋ	sɔŋ	s ɔ ŋ		1091	19.941803	99.044742	
300	19_salty	None	BanPaw	Ban Paw	sɔŋ	sɔŋ	s ɔ ŋ		1091	21.311225	99.557550	
301	19_salty	None	ChaYeQing	Cha Ye Qing	ʨeːm	ʨeːm	tɕ eː m		1091	24.305717	98.463661	
302	19_salty	None	GuangKa	Guang Ka	ʨɛːm	ʨɛːm	tɕ ɛː m	ruma1248	1091	24.065714	97.796281	
303	19_salty	None	MangBang	Mang Bang	ʨeːm	ʨeːm	tɕ eː m	ruma1248	1091	24.416392	98.399078	
304	19_salty	None	NanSang	Nan Sang	sɔŋ	sɔŋ	s ɔ ŋ	ruma1248	1091	24.019728	97.819736	
305	20_dog	None	NamHsan	Namhsan	ɁaɁoɁ	ɁaɁoɁ	ʔ a ʔ o ʔ		2009	22.965064	97.163239	
306	20_dog	None	KhunHawt	Khun Hawt	ɁaɁoɁ	ɁaɁoɁ	ʔ a ʔ o ʔ		2009	22.965064	97.163239	
307	20_dog	None	HtanHsan	Htan Hsan	ɁaɁoɁ	ɁaɁoɁ	ʔ a ʔ o ʔ		2009	22.675133	97.289942	
308	20_dog	None	PangKham	Pangkham	ɁaɁoɁ	ɁaɁoɁ	ʔ a ʔ o ʔ		2009	22.672097	97.161167	
309	20_dog	None	ManLoi	Man Loi	ɁaɁoɁ	ɁaɁoɁ	ʔ a ʔ o ʔ		2009	22.636019	97.139264	
310	20_dog	None	MengDan	Meng Dan	ʔaʔuʔ	ʔaʔuʔ	ʔ a ʔ u ʔ	khan1274	2009	24.296522	98.379886	
311	20_dog	None	ChuDongGua	Chu Dong Gua	ʔaʔoʔ	ʔaʔoʔ	ʔ a ʔ o ʔ		2009	24.330889	98.393125	
312	20_dog	None	XiangZhaiTang	Xiang Zhai Tang	sow	sow	s o w	ruma1248	2009	24.323819	98.556639	
313	20_dog	None	PongNuea	Pong Nuea	masow	masow	m a s o w		2009	20.321525	99.866817	
314	20_dog	None	NyaungGone	Nyaung Gone	maso	maso	m a s o		2009	20.635025	96.545772	
315	20_dog	None	NoeLae	Noe Lae	maso	maso	m a s o		2009	19.941803	99.044742	
316	20_dog	None	BanPaw	Ban Paw	maso	maso	m a s o		2009	21.311225	99.557550	
317	20_dog	None	ChaYeQing	Cha Ye Qing	maʔoʔ	maʔoʔ	m a ʔ o ʔ		2009	24.305717	98.463661	
318	20_dog	None	GuangKa	Guang Ka	saw	saw	s a w	ruma1248	2009	24.065714	97.796281	
319	20_dog	None	MangBang	Mang Bang	saw	saw	s a w	ruma1248	2009	24.416392	98.399078	
320	20_dog	None	NanSang	Nan Sang	sow	sow	s o w	ruma1248	2009	24.019728	97.819736	
321	21_bite	None	NamHsan	Namhsan	ɡaɁ	ɡaɁ	g a ʔ		1403	22.965064	97.163239	
322	21_bite	None	KhunHawt	Khun Hawt	ɡaɁ	ɡaɁ	g a ʔ		1403	22.965064	97.163239	
323	21_bite	None	HtanHsan	Htan Hsan	ɡaɁ	ɡaɁ	g a ʔ		1403	22.675133	97.289942	
324	21_bite	None	PangKham	Pangkham	ɡak	ɡak	g a k		1403	22.672097	97.161167	
325	21_bite	None	ManLoi	Man Loi	kak	kak	k a k		1403	22.636019	97.139264	
326	21_bite	None	MengDan	Meng Dan	kiaʔ	kiaʔ	k i a ʔ	khan1274	1403	24.296522	98.379886	
327	21_bite	None	ChuDongGua	Chu Dong Gua	ɡa?	ɡa?	g a ʔ		1403	24.330889	98.393125	
328	21_bite	None	XiangZhaiTang	Xiang Zhai Tang	kɔɁ	kɔɁ	k ɔ ʔ	ruma1248	1403	24.323819	98.556639	
329	21_bite	None	PongNuea	Pong Nuea	kauɁ	kauɁ	k a u ʔ		1403	20.321525	99.866817	
330	21_bite	None	NyaungGone	Nyaung Gone	kauʔ	kauʔ	k a u ʔ		1403	20.635025	96.545772	
331	21_bite	None	NoeLae	Noe Lae	kauɁ	kauɁ	k a u ʔ		1403	19.941803	99.044742	
332	21_bite	None	BanPaw	Ban Paw	kauɁ	kauɁ	k a u ʔ		1403	21.311225	99.557550	
333	21_bite	None	ChaYeQing	Cha Ye Qing	ɡak	ɡak	g a k		1403	24.305717	98.463661	
334	21_bite	None	GuangKa	Guang Ka	ɡak	ɡak	g a k	ruma1248	1403	24.065714	97.796281	
335	21_bite	None	MangBang	Mang Bang	ɡɔk	ɡɔk	g ɔ k	ruma1248	1403	24.416392	98.399078	
336	21_bite	None	NanSang	Nan Sang	kɔk	kɔk	k ɔ k	ruma1248	1403	24.019728	97.819736	
337	22_horn	None	NamHsan	Namhsan	nuŋ kraɁ	nuŋ kraɁ	n u ŋ + k r a ʔ		1393	22.965064	97.163239	
338	22_horn	None	KhunHawt	Khun Hawt	nәŋ	nәŋ	n ə ŋ		1393	22.965064	97.163239	
339	22_horn	None	HtanHsan	Htan Hsan	nuk	nuk	n u k		1393	22.675133	97.289942	
340	22_horn	None	PangKham	Pangkham	nɨŋ	nɨŋ	n ɨ ŋ		1393	22.672097	97.161167	
341	22_horn	None	ManLoi	Man Loi	nuŋ	nuŋ	n u ŋ		1393	22.636019	97.139264	
342	22_horn	None	MengDan	Meng Dan	nuŋ	nuŋ	n u ŋ	khan1274	1393	24.296522	98.379886	
343	22_horn	None	ChuDongGua	Chu Dong Gua	nuŋ	nuŋ	n u ŋ		1393	24.330889	98.393125	
344	22_horn	None	XiangZhaiTang	Xiang Zhai Tang	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1393	24.323819	98.556639	
345	22_horn	None	PongNuea	Pong Nuea	nɨŋ	nɨŋ	n ɨ ŋ		1393	20.321525	99.866817	
346	22_horn	None	NyaungGone	Nyaung Gone	nɨk	nɨk	n ɨ k		1393	20.635025	96.545772	
347	22_horn	None	NoeLae	Noe Lae	nɨŋ	nɨŋ	n ɨ ŋ		1393	19.941803	99.044742	
348	22_horn	None	BanPaw	Ban Paw	nɨŋ	nɨŋ	n ɨ ŋ		1393	21.311225	99.557550	
349	22_horn	None	ChaYeQing	Cha Ye Qing	nɨŋ	nɨŋ	n ɨ ŋ		1393	24.305717	98.463661	
350	22_horn	None	GuangKa	Guang Ka	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1393	24.065714	97.796281	
351	22_horn	None	MangBang	Mang Bang	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1393	24.416392	98.399078	
352	22_horn	None	NanSang	Nan Sang	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1393	24.019728	97.819736	
353	23_tail	None	NamHsan	Namhsan	saɗaː	saɗaː	s a ɗ aː		1220	22.965064	97.163239	
354	23_tail	None	KhunHawt	Khun Hawt	saɗaː	saɗaː	s a ɗ aː		1220	22.965064	97.163239	
355	23_tail	None	HtanHsan	Htan Hsan	saɗaː	saɗaː	s a ɗ aː		1220	22.675133	97.289942	
356	23_tail	None	PangKham	Pangkham	saɗaː	saɗaː	s a ɗ aː		1220	22.672097	97.161167	
357	23_tail	None	ManLoi	Man Loi	saɗɛː	saɗɛː	s a ɗ ɛː		1220	22.636019	97.139264	
358	23_tail	None	MengDan	Meng Dan	kəɗɛː	kəɗɛː	k ə ɗ ɛː	khan1274	1220	24.296522	98.379886	
359	23_tail	None	ChuDongGua	Chu Dong Gua	sadaː	sadaː	s a d aː		1220	24.330889	98.393125	
360	23_tail	None	XiangZhaiTang	Xiang Zhai Tang	sədaː	sədaː	s ə d aː	ruma1248	1220	24.323819	98.556639	
361	23_tail	None	PongNuea	Pong Nuea	sadɛa	sadɛa	s a d ɛ a		1220	20.321525	99.866817	
362	23_tail	None	NyaungGone	Nyaung Gone	sada	sada	s a d a		1220	20.635025	96.545772	
363	23_tail	None	NoeLae	Noe Lae	sada	sada	s a d a		1220	19.941803	99.044742	
364	23_tail	None	BanPaw	Ban Paw	sada	sada	s a d a		1220	21.311225	99.557550	
365	23_tail	None	ChaYeQing	Cha Ye Qing	khaɗaː	khaɗaː	kʰ a ɗ aː		1220	24.305717	98.463661	
366	23_tail	None	GuangKa	Guang Ka	sataː	sataː	s a t aː	ruma1248	1220	24.065714	97.796281	
367	23_tail	None	MangBang	Mang Bang	sataː	sataː	s a t aː	ruma1248	1220	24.416392	98.399078	
368	23_tail	None	NanSang	Nan Sang	sataː	sataː	s a t aː	ruma1248	1220	24.019728	97.819736	
369	24_bird	None	NamHsan	Namhsan	sim	sim	s i m		937	22.965064	97.163239	
370	24_bird	None	KhunHawt	Khun Hawt	sim	sim	s i m		937	22.965064	97.163239	
371	24_bird	None	HtanHsan	Htan Hsan	sim	sim	s i m		937	22.675133	97.289942	
372	24_bird	None	PangKham	Pangkham	sim	sim	s i m		937	22.672097	97.161167	
373	24_bird	None	ManLoi	Man Loi	sim	sim	s i m		937	22.636019	97.139264	
374	24_bird	None	MengDan	Meng Dan	sim	sim	s i m	khan1274	937	24.296522	98.379886	
375	24_bird	None	ChuDongGua	Chu Dong Gua	sim	sim	s i m		937	24.330889	98.393125	
376	24_bird	None	XiangZhaiTang	Xiang Zhai Tang	siːm	siːm	s iː m	ruma1248	937	24.323819	98.556639	
377	24_bird	None	PongNuea	Pong Nuea	masiːm	masiːm	m a s iː m		937	20.321525	99.866817	
378	24_bird	None	NyaungGone	Nyaung Gone	masim	masim	m a s i m		937	20.635025	96.545772	
379	24_bird	None	NoeLae	Noe Lae	masim	masim	m a s i m		937	19.941803	99.044742	
380	24_bird	None	BanPaw	Ban Paw	masim	masim	m a s i m		937	21.311225	99.557550	
381	24_bird	None	ChaYeQing	Cha Ye Qing	siːm	siːm	s iː m		937	24.305717	98.463661	
382	24_bird	None	GuangKa	Guang Ka	siːm	siːm	s iː m	ruma1248	937	24.065714	97.796281	
383	24_bird	None	MangBang	Mang Bang	siːm	siːm	s iː m	ruma1248	937	24.416392	98.399078	
384	24_bird	None	NanSang	Nan Sang	siːm	siːm	s iː m	ruma1248	937	24.019728	97.819736	
385	25_fly	None	NamHsan	Namhsan	pәr	pәr	p ə r		1504	22.965064	97.163239	
386	25_fly	None	KhunHawt	Khun Hawt	bәr	bәr	b ə r		1504	22.965064	97.163239	
387	25_fly	None	HtanHsan	Htan Hsan	ɓәr	ɓәr	ɓ ə r		1504	22.675133	97.289942	
388	25_fly	None	PangKham	Pangkham	min	min	m i n		1504	22.672097	97.161167	
389	25_fly	None	ManLoi	Man Loi	bәr	bәr	b ə r		1504	22.636019	97.139264	
390	25_fly	None	MengDan	Meng Dan	phruː	phruː	pʰ r uː	khan1274	1504	24.296522	98.379886	
391	25_fly	None	ChuDongGua	Chu Dong Gua	phruː	phruː	pʰ r uː		1504	24.330889	98.393125	
392	25_fly	None	XiangZhaiTang	Xiang Zhai Tang	bən	bən	b ə n	ruma1248	1504	24.323819	98.556639	
393	25_fly	None	PongNuea	Pong Nuea	bən	bən	b ə n		1504	20.321525	99.866817	
394	25_fly	None	NyaungGone	Nyaung Gone	bə̆n	bə̆n	b ə̆ n		1504	20.635025	96.545772	
395	25_fly	None	NoeLae	Noe Lae	bə̆n	bə̆n	b ə̆ n		1504	19.941803	99.044742	
396	25_fly	None	BanPaw	Ban Paw	bə̆n	bə̆n	b ə̆ n		1504	21.311225	99.557550	
397	25_fly	None	ChaYeQing	Cha Ye Qing	ɓaj	ɓaj	ɓ a j		1504	24.305717	98.463661	
398	25_fly	None	GuangKa	Guang Ka	pɨːh	pɨːh	p ɨː h	ruma1248	1504	24.065714	97.796281	
399	25_fly	None	MangBang	Mang Bang	pɨː	pɨː	p ɨː	ruma1248	1504	24.416392	98.399078	
400	25_fly	None	NanSang	Nan Sang	pɨː	pɨː	p ɨː	ruma1248	1504	24.019728	97.819736	
401	26_egg	None	NamHsan	Namhsan	kadam ɓeɁ	kadam ɓeɁ	k a d a m + ɓ e ʔ		744	22.965064	97.163239	
402	26_egg	None	KhunHawt	Khun Hawt	kaɗam	kaɗam	k a ɗ a m		744	22.965064	97.163239	
403	26_egg	None	HtanHsan	Htan Hsan	kaɗam	kaɗam	k a ɗ a m		744	22.675133	97.289942	
404	26_egg	None	PangKham	Pangkham	ɡlaw	ɡlaw	g l a w		744	22.672097	97.161167	
405	26_egg	None	ManLoi	Man Loi	klaw khaj	klaw khaj	k l a w + kʰ a j		744	22.636019	97.139264	
406	26_egg	None	MengDan	Meng Dan	ɡlɛːw	ɡlɛːw	g l ɛː w	khan1274	744	24.296522	98.379886	
407	26_egg	None	ChuDongGua	Chu Dong Gua	ɡraːw ʔiar	ɡraːw ʔiar	g r aː w + ʔ i a r		744	24.330889	98.393125	
408	26_egg	None	XiangZhaiTang	Xiang Zhai Tang	pəːn	pəːn	p əː n	ruma1248	744	24.323819	98.556639	
409	26_egg	None	PongNuea	Pong Nuea	pəan	pəan	p ə a n		744	20.321525	99.866817	
410	26_egg	None	NyaungGone	Nyaung Gone	pən ʔian	pən ʔian	p ə n + ʔ i a n		744	20.635025	96.545772	
411	26_egg	None	NoeLae	Noe Lae	pən Ɂian	pən Ɂian	p ə n + ʔ i a n		744	19.941803	99.044742	
412	26_egg	None	BanPaw	Ban Paw	pən Ɂian	pən Ɂian	p ə n + ʔ i a n		744	21.311225	99.557550	
413	26_egg	None	ChaYeQing	Cha Ye Qing	bəːn	bəːn	b əː n		744	24.305717	98.463661	
414	26_egg	None	GuangKa	Guang Ka	bəːn	bəːn	b əː n	ruma1248	744	24.065714	97.796281	
415	26_egg	None	MangBang	Mang Bang	bəːn	bəːn	b əː n	ruma1248	744	24.416392	98.399078	
416	26_egg	None	NanSang	Nan Sang	bəːn	bəːn	b əː n	ruma1248	744	24.019728	97.819736	
417	27_fish	None	NamHsan	Namhsan	kaː	kaː	k aː		227	22.965064	97.163239	
418	27_fish	None	KhunHawt	Khun Hawt	kaː	kaː	k aː		227	22.965064	97.163239	
419	27_fish	None	HtanHsan	Htan Hsan	kaː	kaː	k aː		227	22.675133	97.289942	
420	27_fish	None	PangKham	Pangkham	ɡaː	ɡaː	g aː		227	22.672097	97.161167	
421	27_fish	None	ManLoi	Man Loi	ɡɛː	ɡɛː	g ɛː		227	22.636019	97.139264	
422	27_fish	None	MengDan	Meng Dan	kɛː	kɛː	k ɛː	khan1274	227	24.296522	98.379886	
423	27_fish	None	ChuDongGua	Chu Dong Gua	kaː	kaː	k aː		227	24.330889	98.393125	
424	27_fish	None	XiangZhaiTang	Xiang Zhai Tang	ɡaː	ɡaː	g aː	ruma1248	227	24.323819	98.556639	
425	27_fish	None	PongNuea	Pong Nuea	maɡɛa	maɡɛa	m a g ɛ a		227	20.321525	99.866817	
426	27_fish	None	NyaungGone	Nyaung Gone	maɡa	maɡa	m a g a		227	20.635025	96.545772	
427	27_fish	None	NoeLae	Noe Lae	maɡa	maɡa	m a g a		227	19.941803	99.044742	
428	27_fish	None	BanPaw	Ban Paw	maɡa	maɡa	m a g a		227	21.311225	99.557550	
429	27_fish	None	ChaYeQing	Cha Ye Qing	kaː	kaː	k aː		227	24.305717	98.463661	
430	27_fish	None	GuangKa	Guang Ka	kaː	kaː	k aː	ruma1248	227	24.065714	97.796281	
431	27_fish	None	MangBang	Mang Bang	kaː	kaː	k aː	ruma1248	227	24.416392	98.399078	
432	27_fish	None	NanSang	Nan Sang	kaː	kaː	k aː	ruma1248	227	24.019728	97.819736	
433	28_snake	None	NamHsan	Namhsan	haɲ	haɲ	h a ɲ		730	22.965064	97.163239	
434	28_snake	None	KhunHawt	Khun Hawt	heɲ	heɲ	h e ɲ		730	22.965064	97.163239	
435	28_snake	None	HtanHsan	Htan Hsan	heɲ	heɲ	h e ɲ		730	22.675133	97.289942	
436	28_snake	None	PangKham	Pangkham	haɲ	haɲ	h a ɲ		730	22.672097	97.161167	
437	28_snake	None	ManLoi	Man Loi	han	han	h a n		730	22.636019	97.139264	
438	28_snake	None	MengDan	Meng Dan	hɔn	hɔn	h ɔ n	khan1274	730	24.296522	98.379886	
439	28_snake	None	ChuDongGua	Chu Dong Gua	hɔɲ	hɔɲ	h ɔ ɲ		730	24.330889	98.393125	
440	28_snake	None	XiangZhaiTang	Xiang Zhai Tang	haɲ	haɲ	h a ɲ	ruma1248	730	24.323819	98.556639	
441	28_snake	None	PongNuea	Pong Nuea	mahaɲ	mahaɲ	m a h a ɲ		730	20.321525	99.866817	
442	28_snake	None	NyaungGone	Nyaung Gone	han	han	h a n		730	20.635025	96.545772	
443	28_snake	None	NoeLae	Noe Lae	mahaɲ	mahaɲ	m a h a ɲ		730	19.941803	99.044742	
444	28_snake	None	BanPaw	Ban Paw	mahăɲ	mahăɲ	m a h ă ɲ		730	21.311225	99.557550	
445	28_snake	None	ChaYeQing	Cha Ye Qing	han	han	h a n		730	24.305717	98.463661	
446	28_snake	None	GuangKa	Guang Ka	han	han	h a n	ruma1248	730	24.065714	97.796281	
447	28_snake	None	MangBang	Mang Bang	han	han	h a n	ruma1248	730	24.416392	98.399078	
448	28_snake	None	NanSang	Nan Sang	han	han	h a n	ruma1248	730	24.019728	97.819736	
449	29_louse	None	NamHsan	Namhsan	siː	siː	s iː		1392	22.965064	97.163239	
450	29_louse	None	KhunHawt	Khun Hawt	siː	siː	s iː		1392	22.965064	97.163239	
451	29_louse	None	HtanHsan	Htan Hsan	sej	sej	s e j		1392	22.675133	97.289942	
452	29_louse	None	PangKham	Pangkham	saj	saj	s a j		1392	22.672097	97.161167	
453	29_louse	None	ManLoi	Man Loi	saj	saj	s a j		1392	22.636019	97.139264	
454	29_louse	None	MengDan	Meng Dan	kəbran	kəbran	k ə b r a n	khan1274	1392	24.296522	98.379886	
455	29_louse	None	ChuDongGua	Chu Dong Gua	saːj	saːj	s aː j		1392	24.330889	98.393125	
456	29_louse	None	XiangZhaiTang	Xiang Zhai Tang	masɛː	masɛː	m a s ɛː	ruma1248	1392	24.323819	98.556639	
457	29_louse	None	PongNuea	Pong Nuea	masɛː	masɛː	m a s ɛː		1392	20.321525	99.866817	
458	29_louse	None	NyaungGone	Nyaung Gone	masɛ	masɛ	m a s ɛ		1392	20.635025	96.545772	
459	29_louse	None	NoeLae	Noe Lae	masɛ	masɛ	m a s ɛ		1392	19.941803	99.044742	
460	29_louse	None	BanPaw	Ban Paw	masɛ	masɛ	m a s ɛ		1392	21.311225	99.557550	
461	29_louse	None	ChaYeQing	Cha Ye Qing	masaj	masaj	m a s a j		1392	24.305717	98.463661	
462	29_louse	None	GuangKa	Guang Ka	saj	saj	s a j	ruma1248	1392	24.065714	97.796281	
463	29_louse	None	MangBang	Mang Bang	saj	saj	s a j	ruma1248	1392	24.416392	98.399078	
464	29_louse	None	NanSang	Nan Sang	saiɁ	saiɁ	s a i ʔ	ruma1248	1392	24.019728	97.819736	
465	30_head	None	NamHsan	Namhsan	kiŋ	kiŋ	k i ŋ		1256	22.965064	97.163239	
466	30_head	None	KhunHawt	Khun Hawt	keɲ	keɲ	k e ɲ		1256	22.965064	97.163239	
467	30_head	None	HtanHsan	Htan Hsan	kiɲ	kiɲ	k i ɲ		1256	22.675133	97.289942	
468	30_head	None	PangKham	Pangkham	ɡiɲ	ɡiɲ	g i ɲ		1256	22.672097	97.161167	
469	30_head	None	ManLoi	Man Loi	ɡiŋ	ɡiŋ	g i ŋ		1256	22.636019	97.139264	
